Label,weight
beebook, 25
coloss beebook, 5
phosphoproteome, 4
relative risk, 3
research method, 3
insurance, 3
odds ratio, 3
protocol, 3
consolidation, 2
case definition confidence interval, 2
pyraclostrobin, 2
apis mellifera honey, 2
symbionts, 2
hills criteria, 2
colour preference, 2
biomimetics, 2
laboratory, 2
transgenic maize, 2
haemocytometer, 2
melipona subnitida, 2
surveys, 2
boscalid, 2
daily activity, 2
spectral purity, 2
floral nectar, 2
nutritional importance, 2
ryanodine receptor, 2
honey bee apis mellifera, 2
single-cohort colony, 2
blue orchard bee, 2
antioxidant defense, 2
surveillance, 2
rfid, 2
kniphofia linearifolia, 2
repeatability, 2
mating biology, 2
methods, 2
plum, 2
nutritional value, 2
lysolipids, 1
botanical diversity, 1
microbial serine protease inhibitor, 1
pollinator extinction, 1
coffee-banana agroforests, 1
suprachiasmatic nucleus, 1
nesting cavities, 1
sterile insect technique, 1
trophic resources, 1
dichogamy, 1
alien, 1
bayesian, 1
antipredator behaviour, 1
cuticle protein, 1
social influence, 1
skin, 1
vertical inflorescence, 1
allergenic protein, 1
pupation, 1
ros, 1
gene prediction, 1
elastase inhibitor, 1
selenocystine, 1
invertebrate neuroscience, 1
biological rhythms, 1
homeopathic remedies, 1
multiple stressors, 1
digital image analysis, 1
foeniculum vulgare, 1
technique, 1
quick easy cheap effective rugged and safe extraction, 1
anthophorid bees, 1
lysis buffer, 1
cellular energy metabolism, 1
apis mellifera (linnaeus 1758) drone development preimaginal instars stepwise differentiation substage classifi cation, 1
evasive pheromone, 1
mallee, 1
fluorescent in situ hybridization, 1
wound epithelialization, 1
girk2, 1
voltage-clamp, 1
homo sapiens, 1
family-b gpcr, 1
genome scan, 1
kin selection theory, 1
phospho-akt ser473, 1
defensin1, 1
system dynamics model, 1
infectious agents, 1
reciprocal effects, 1
glmm, 1
caste dimorphism, 1
coriandrum sativum, 1
celtis africana, 1
phylogeny reconstruction, 1
pp-hyal-specific antibody, 1
selenite, 1
relaxed constraint, 1
lepidopteran phylogeny, 1
chilo suppressalis, 1
insulin/insulin-like growth factor 1 signaling (iis), 1
competitive foraging pressure, 1
indirect contact toxicity, 1
brewer's yeast, 1
achroia grisella, 1
chemically induced carcinogenesis, 1
site abandonment, 1
trv, 1
bee-collected pollen, 1
biodiversity and nutrition, 1
latin hypercube analysis, 1
rats, 1
propolis quality, 1
multi-gene phylogeny, 1
plantaginaceae, 1
juvenile hormone (jh), 1
typing criteria, 1
anthranilic diamides, 1
red queen hypothesis, 1
sanitary brood care, 1
toll pathway, 1
taxon substitution, 1
honey bee populations, 1
f st outlier tests, 1
lipofuscin, 1
tetracyclines, 1
ecosystem-services, 1
regulatory and trade issues, 1
non-random sampling, 1
small animals, 1
heriades truncorum, 1
5-fluorouracil, 1
mite load, 1
complementary and alternative medicine, 1
molecular selection, 1
minimal inhibitory concentration, 1
a+t-rich region, 1
nf-, 1
colorectal cancer, 1
odorant receptor, 1
phenylbutyrate, 1
black tea, 1
kappab sites, 1
directional selection, 1
maize cultivation, 1
mast cell degranulation, 1
transmission mode, 1
insect cell culture, 1
nutritional status, 1
precision agriculture, 1
polylectic bees, 1
etofenprox, 1
night-sheltering, 1
diflubenzuron, 1
planar cell, 1
assortative mating, 1
pollination services conservation strategies, 1
locusta migratoria, 1
pi3kinase, 1
twin calorimetry, 1
caste system, 1
formamidines, 1
gut symbionts, 1
morphological descriptors, 1
metrosideros, 1
volcanic complex puyehue cordon caulle, 1
ca 2+ -transport, 1
proboscis extension refl ex (per), 1
regeneration, 1
euodynerus, 1
honey bee pathogens and parasites, 1
sodium reabsorption, 1
apiarian product, 1
warning signal, 1
physic nut, 1
type 3 gland cell, 1
makisterone, 1
flight calorimeter, 1
somatic maintenance, 1
species recognition, 1
reinstatement, 1
wheat stem sawfly, 1
potentilla fruticosa l, 1
micropropagation, 1
permanent cell line, 1
polybia paulista venom, 1
behavior of bees, 1
protein hydrolysate., 1
sensory system, 1
homologous recombination, 1
fayoum, 1
degree of degeneration, 1
rgph, 1
beetle trap, 1
posttonsillectomy, 1
percentage efficacy, 1
authentication, 1
plant, 1
tandem repeat sequences, 1
temporal activity, 1
longevity tests, 1
temperature sensing, 1
pupae removal, 1
andalusia, 1
video techniques, 1
genome size, 1
phalaenophily, 1
denaturing gradient gel electrophoresis, 1
parasite symptoms, 1
foraging effort, 1
anystis baccarum, 1
apis mellifera harsh environment honey bees modified beehive, 1
health functional food, 1
non-associative learning, 1
tilia, 1
