Label,weight
picornavirales, 2
population-level effects, 2
virion, 2
diaphorina citri, 2
hrjb, 2
essential oil compounds, 2
environmental sciences, 2
agricultural pollination, 2
social interaction, 2
plant protection products, 2
ulcerative colitis, 2
iron, 2
microsatellite markers, 2
salix alba, 2
gender-related differences, 2
sublethal doses, 2
oregano oil, 2
morphotypes, 2
retinoids, 2
capsid, 2
resinous plants, 2
delivery methods, 2
environmental modeling, 2
ecological modeling, 2
pathogen dispersal, 2
climate variability, 2
binary mixtures, 2
toxic interactions, 2
population modeling, 2
huwa-san tr50, 1
sequence alignment, 1
dietary exposure, 1
brassica oleraceae, 1
bacillus thuringiensis var. aizawai/kurstaki, 1
x ray, 1
systemic pesticides, 1
delboeuf illusion, 1
protective symbiont, 1
tallgrass prairie, 1
stored honey bee combs, 1
organic solvent, 1
apsi cerana cerana, 1
vegetable oils, 1
proline-rich antimicrobial peptide, 1
pollen microorganisms, 1
coevolutionary race, 1
crop diversification, 1
ft-ir spectroscopy, 1
vegetation structure, 1
differentially methylated gene, 1
punjab, 1
agro-industry, 1
mannosidosis, 1
comb-stored pollen, 1
european honey bee (apis mellifera), 1
confocal fluorescence microscopy, 1
consumer preferences, 1
basic larval diet (bld), 1
binding assay, 1
floral display size, 1
monofloral pollen, 1
field monitoring program, 1
ghana, 1
activities, 1
merops philippinus, 1
a.m.ligustica, 1
china conservation, 1
arable land, 1
reproductive investment, 1
overdominance, 1
reproductive toxicity, 1
v-atpase subunit a, 1
korean native honey, 1
mutation-selection balance, 1
synergy bee venoms, 1
cobb-douglas model, 1
fluid bed, 1
nasonov scenting, 1
expression analysis, 1
action camera, 1
southern italy, 1
arid zone, 1
gene chip, 1
radiotracer, 1
floral resource scarcity, 1
honey bee foragers, 1
homostyly, 1
alternative pollen hosts, 1
zanzibar island, 1
foreign enzymes, 1
wild honey bees, 1
sucrose content, 1
aeac, 1
enterovirus, 1
morphometric characteristics, 1
fenpropathrin, 1
piwi proteins, 1
orchard design, 1
voltage-gated sodium channels, 1
forest livelihood, 1
leg biomechanics, 1
glutathione s-transferase (gst), 1
hafting residues, 1
air, 1
homing ability, 1
proboscis length, 1
buckling, 1
bilateral symmetry, 1
tetragonilla collina, 1
viral spillover, 1
foraging distance, 1
parkland, 1
unique molecular identifiers, 1
nanostructured lipid carriers, 1
resistance behavior, 1
gomphocarpus (apocynaceae: asclepiadeae), 1
ammrjp5, 1
european honey, 1
bartonella apis, 1
honey-bee feeding, 1
drone congregation areas (dcas), 1
honeybee health management, 1
dioecious species, 1
trypanosoma brucei, 1
high-speed camera, 1
distribution models, 1
differential olfactory conditioning, 1
circulating hemocytes, 1
flower patch, 1
whole-genome, 1
invert sugar, 1
stingless bee nutrition, 1
desiccant, 1
hologenome, 1
acute bee paralysis virus (abpv), 1
cation-exchange chromatography, 1
template switching, 1
black queen-cell virus, 1
dopaminergic signaling, 1
foraging range, 1
pollinators diversity, 1
acid gland sacs, 1
drone and worker broods, 1
stretching, 1
foundation wire, 1
cox1 gene, 1
bee nest, 1
agro-ecological zones, 1
seasonal complementarity, 1
highly toxic insecticides, 1
arcus, 1
bt rice, 1
punishment, 1
deep homology, 1
multi-residue analysis, 1
gene repertoires, 1
functional traits, 1
virtual screening, 1
virucidal efficacy, 1
pirna, 1
predictive behavioral demography, 1
altiplano cundiboyacense, 1
biological coupling, 1
weather factors, 1
compatibility system, 1
life-history strategy, 1
model membranes, 1
large african hive beetle, 1
neural circuits, 1
mixed function oxidases, 1
virulence factor, 1
honey bee forager survival, 1
linear features, 1
oxidative damages, 1
kiwifruit pollination, 1
guadua, 1
splice variants, 1
pears, 1
ascospharea apis, 1
swarm systems, 1
cucurbita pepo l, 1
a. m. unicolor, 1
fruit setting, 1
populus alba, 1
savannah honey bee, 1
land sharing land sparing, 1
beta diversity, 1
titchener illusion, 1
rhs toxin, 1
populus, 1
physicochemical profile, 1
head transcriptome, 1
oenocyte, 1
reproductive fitness, 1
structural comparison, 1
