Label,weight
winter bees, 3
kin recognition, 2
transmission lines, 2
transport, 2
shocks, 2
learning, 2
venom (toxicity to insects), 1
proboscis extension reflex, 1
trigona (oxtrigona) tataira, 1
trimethylsilyl, 1
exocrine glands, 1
stored royal jelly, 1
differential conditioning, 1
primer pheromone, 1
photoreceptor cells, 1
absorption, 1
venom, 1
antennal lobe, 1
posterior protocerebrum, 1
dynamic solvent effect, 1
radiosynthesis, 1
nest plundering, 1
cypermethrin, 1
blastoderm, 1
pbl0.5c, 1
fire bee, 1
mushroom bodies, 1
social behavior, 1
wax compounds, 1
(e)-3-nonene-25-dione, 1
homeobox genes, 1
trigona (oxtrigona) mellicolor, 1
sugars, 1
diketones, 1
mastoparan (toxicity to insects), 1
tritium labeling, 1
(e)-9-oxo-2-decenoic acid, 1
alarm pheromones, 1
genetics, 1
pollinator effectiveness, 1
pbl0.5, 1
discrimination cues, 1
hymenopteran (social), 1
restriction site polymorphisms, 1
chalkbrood, 1
electric fields, 1
chemisociality, 1
hive effect, 1
phospholipase a2 (bumble bee), 1
solubilization, 1
visual interneurones, 1
pbl2c, 1
in situ hybridization, 1
wasp, 1
(e)-3-heptene-25-dione, 1
macroglomerulus, 1
africanized honey bees, 1
dfd, 1
intestine, 1
determination, 1
derivatization, 1
bumble bee, 1
apamin (toxicity to insects), 1
headspace, 1
bee, 1
permethrin, 1
megabombus pennsylvanicus, 1
chemosensory cues, 1
queenliness, 1
intestinal transport, 1
vespula germanica, 1
tobacco hornworm, 1
bradykinin (toxicity to insects), 1
ontogeny, 1
banksia, 1
aging, 1
mandibular gland secretion, 1
polistes annularis, 1
antiaggression pheromone, 1
bombolitin, 1
pyrethroid insecticides, 1
bacteriophages, 1
nectarivorous birds, 1
pbl2, 1
heritability, 1
phospholipase a2 (honey bee), 1
sugar metabolism, 1
carbohydrate metabolism, 1
