Label,weight
microsatellite, 3
acute paralysis virus, 2
neuromodulator, 2
principal component analysis, 2
5-ht receptor, 2
western blotting, 2
sealed brood, 2
insect flight, 2
modulation, 2
[3h]lsd binding, 2
biosynthetic precursors, 1
visual cues, 1
biotechnical control, 1
methyl paraben, 1
flower fidelity, 1
imaginal development, 1
colony-level selection, 1
haploid, 1
nosema apis / honey bee / race / stock / longevity / spore load, 1
p05, 1
apis mellifera macedonica, 1
threatened flora, 1
flight muscle, 1
%gc, 1
transgenic oilseed rape (brassica napus), 1
discrimination conditioning, 1
pollen beetles, 1
specialisation, 1
deltamethrin, 1
immobilized phospholipase, 1
surplus honey, 1
filament translation, 1
cline, 1
orthoptera, 1
canonical trend surface analysis, 1
transverse cytoskeletal network, 1
thermal behavior, 1
ca2+-activated k+ channel, 1
composition, 1
eggs, 1
apis dorsata /swarming, 1
social grooming, 1
population size, 1
apis cerana fab, 1
antennal muscles, 1
flower detectors, 1
power-versus-speed relation, 1
apis mellifera / cucumis melo / greenhouse / pollination / wind direction, 1
thermography, 1
queenless workers, 1
anthers, 1
spatial analysis, 1
risk assessment, 1
floral morphology, 1
ribosomal rna genes, 1
ovary differentiation, 1
honey bee flight, 1
stinging behavior, 1
floral scent, 1
postembryonic neurogenesis, 1
brood infestation, 1
biogeography, 1
residence time, 1
dorsal unpaired median (dum) neurones, 1
alanine, 1
nectar secretion, 1
dose and time-related effects, 1
beidler, 1
heat shock proteins, 1
guanylate cyclase, 1
optimization model, 1
pollinator assemblage, 1
cyclic protein kinase, 1
colony growth, 1
greece, 1
apis florea / iran / apis mellifera yemenitica / geographic variation / cline, 1
sem, 1
pollen substitute, 1
selection response, 1
page, 1
mycoflora, 1
apparatus, 1
feeding behaviour, 1
attractivenes, 1
apis mellifera / varroa jacobsoni / fluvalinate / effectiveness / resistance, 1
raphanus raphanistrum, 1
aminergic transmission, 1
africanized honey bee / apis mellifera / swarm / feral bee / nest cavity / pheromone, 1
template, 1
honey / organochlorine pesticide / residue / spain, 1
n-linked carbohydrate chains, 1
protein concentration, 1
feral honeybee, 1
grafting, 1
isolation by distance, 1
corpora pedunculata, 1
spatial variability, 1
black gram, 1
mite reproduction, 1
interconnections, 1
electroantennograph, 1
geographical variability, 1
chemiluminescence, 1
comb wax, 1
apis mellifera iberica, 1
nectar flows, 1
dorsal lobe, 1
retinol, 1
bee brood, 1
hybrid zone, 1
black queen cell virus, 1
size homoplasy, 1
deuterated precursors, 1
positioning, 1
honeybee apis mellifera, 1
varroosis, 1
apis mellifera iberical, 1
pupae, 1
haemolymph glucose and trehalose, 1
a. mellifera, 1
calcium oxalate, 1
behavioral genetics, 1
hive scent, 1
floral correlations, 1
bioenergetics, 1
camp-dependent protein kinase, 1
apis mellifera / apis cerana indica / toxicity / insecticide / diflubenzuron / penfluron, 1
africa, 1
paenibacillus larvae, 1
juvenile hormone synthesis, 1
nutritional stress, 1
immunological techniques, 1
spores, 1
maximum likelihood, 1
honeybee colonies, 1
population growth rates, 1
size, 1
new zealand flora, 1
multivariate analysis, 1
brassica campestris, 1
clines, 1
nurse honey bees, 1
neural rhythms, 1
skew, 1
self-cleaning, 1
swarm, 1
pollen content, 1
monogyny, 1
grooming dance, 1
ionic binding, 1
cm-sephadex, 1
mutational processes, 1
gland, 1
bleomycin, 1
hydroxydecanoic acids, 1
mtdna, 1
efficacy, 1
iontophoresis, 1
pollen storage, 1
sensitization, 1
infection, 1
scyllatoxin, 1
peninsula, 1
ectoparasite, 1
pollen depletion, 1
cupric salts, 1
apis mellifera / american foulbrood / bacillus larvae / diagnosis / api 50chb system, 1
varroa jacobsoni oud, 1
geographical variation, 1
compositae, 1
vespa, 1
requeening, 1
worker honey-bee, 1
genetic relationships, 1
phospholipid bioconversion, 1
honey sac, 1
emerging worker bees, 1
morocco, 1
hive debris, 1
anther and stigma exsertion, 1
lavandula stoechas, 1
pollen deposition, 1
pollen lump, 1
worker policing, 1
orientation analysis, 1
black mustard, 1
queen attendance, 1
motion parallax, 1
apis mellifera ligustica / wax mirror / ultrastructure / wax gland / hydrocarbon / protein, 1
disulfide bridges, 1
apis mellifera / varroa jacobsoni / volatile oil / toxicity / chemical control, 1
neotropical african honey bee, 1
queen piping / apis cerana / apis koschevnikovi, 1
arousal, 1
deutocerebrum, 1
meligethes aeneus, 1
dynamic population, 1
apoidea / solitary bee / apis mellifera / rest at night / sleep / behavioural physiology, 1
central nervous system neuromodulation, 1
dancing, 1
rapd marker genetic variability, 1
visual behavior, 1
immunostaining, 1
brood cell attractiveness, 1
sublethal dose, 1
honey bee drones, 1
reproductive strategy, 1
central anatolian honeybee / apis mellifera l / isozyme / genetic variation / starch-gel electrophoresis, 1
pattern vision, 1
comparative sleep research, 1
pollination efficiency, 1
varroose, 1
gut lipids, 1
pupal stages, 1
nectar content, 1
genome organization, 1
dendrocacalia, 1
bonin islands, 1
foraging choices, 1
dopamine receptor, 1
interrupted repeat sequences, 1
characterisation, 1
vitellogenesis, 1
genetic code, 1
wind, 1
brassica nigra, 1
control methods, 1
scent orientation, 1
hydroxydecenoic acids, 1
environmental factors, 1
gas chromatography-mass spectroscopy, 1
enterobacterias, 1
kashmir bee virus strains, 1
ontogenesis, 1
stonebrood disease, 1
locust, 1
spatial distribution, 1
iodoacetate, 1
drone cell, 1
arthropod phylogeny, 1
apis mellifera bee venom, 1
colony fitness, 1
apis mellifica, 1
diagnosis, 1
wild honey bee colonies, 1
transfer rna genes, 1
model, 1
aerodynamics wind tunnel, 1
diptera, 1
olfactory sensory neurones, 1
