Label,weight
royal jelly (rj), 3
cuticular substances, 2
major royal jelly protein, 2
biological invasion, 2
honeydew honey, 2
antimicrobial activity, 2
floral signal, 2
caste polyphenism, 2
genetic analysis, 2
metabolisation, 2
wing damage, 2
antioxidant activity, 2
molecular markers, 2
pda, 2
dna extraction, 2
confinement, 2
est, 2
collective decision, 2
paenibacillus larvae pulvifaciens, 2
intercaste, 1
pollinating effectiveness, 1
29 kda protein, 1
yellow, 1
double-stranded rna, 1
sphecodogastra, 1
self-assemblage, 1
zinc, 1
signal exploitation, 1
insecticidal transgenic plant protein, 1
free radical scavenging activity, 1
hive designs, 1
nesting sites, 1
plants, 1
pollen and seed dispersal, 1
skinks, 1
automated analysis, 1
iron metabolism, 1
mummy berry disease, 1
apis mellifera queens, 1
choristoneura fumiferana, 1
conservation planning, 1
sensory appendage protein (sap), 1
queen survival, 1
queen cell destruction, 1
paternity, 1
ageing, 1
protein pattern, 1
neuron remodeling, 1
eufriesea nigrohirta, 1
race, 1
cucurbitaceae, 1
cms, 1
hesse, 1
tetragonisca, 1
soil properties, 1
naled, 1
native bee, 1
podapolipidae, 1
substitute diet, 1
reproductive parasitism, 1
vitellin, 1
dna repair, 1
multimodal signals, 1
predator recognition, 1
complex system, 1
genotypic effects, 1
bacillus sp., 1
median lethal time (lt50), 1
ion channel blocker, 1
propolis g12, 1
toxic effects, 1
rhododendron ferrugineum, 1
isoforms, 1
diastase activity, 1
feeding bees, 1
male sterility, 1
electroporation, 1
nephila pilipes, 1
pollinator choice, 1
guard bee behavior, 1
austroplebia australis, 1
retina structure, 1
prothorax, 1
detoxification, 1
cspa, 1
agrobacterium tumefaciens, 1
dusts, 1
major rj protein (mrjp), 1
trichoderma harzianum, 1
drr, 1
hydroxymethyl-furfural (hmf), 1
carpenter bee, 1
smoke, 1
a. dorsata, 1
server allocation, 1
myanmar, 1
paenibacillus larvae subsp. pulvifaciens, 1
clique, 1
ipm, 1
rdna sequences, 1
e. glandulosa, 1
highly eusocial bees, 1
psithyrus, 1
landscape, 1
gaura, 1
developmental distribution, 1
bee-venom, 1
swarm intelligence, 1
cape honeybees, 1
encarsia, 1
control strategies, 1
usp, 1
partial least squares (pls) regression analysis, 1
antioxidants, 1
lantana camara, 1
pesticide distribution, 1
differential display-pcr, 1
orphaned colonies, 1
polytrophic meroistic ovary, 1
chemoreceptor, 1
pollination service, 1
admixture, 1
crfs, 1
allium fistulosum, 1
herbivory, 1
solvent extraction, 1
mk-801, 1
multi agent simulation, 1
toxins, 1
insulating material, 1
recall, 1
creosote bush, 1
sifamide, 1
bensultap, 1
hidden markov models, 1
retinula cell axons, 1
experimental autoimmune encephalomyelitis, 1
hemolymph volume, 1
10-hydroxy-2-decenoic acid (10h2da), 1
new caledonia, 1
bee movements, 1
expression profiling, 1
eusocial insect, 1
allicin, 1
beehive floor, 1
aerial ulv, 1
aphelinidae, 1
coastal prairie, 1
antimicrobial peptides, 1
feed additives, 1
host-parasite relationships, 1
two-dimensional gel electrophoresis, 1
l-tenuazonic acid, 1
trigonella balansae, 1
cucurbita pepo, 1
dominance, 1
odour recognition, 1
