Label,weight
small rna virus, 2
circadian rhythm, 2
larva, 2
apis cerana, 2
mite, 2
feces, 2
cannibalism, 1
foraging behavior, 1
glial cell degeneration, 1
circular dichroism, 1
social behaviour, 1
alkyl amine, 1
microbiology, 1
heat production, 1
varroidae, 1
mast cell degranulating peptide, 1
interspecifically mixed colonies, 1
thermal balance, 1
acari, 1
entrainment by feeding cycles, 1
sacbrood virus, 1
pontederia cordata, 1
life history strategy, 1
asian honeybee, 1
cuticle, 1
natural crossing, 1
pheromone perception, 1
ecballium elaterium, 1
enzyme, 1
alkanes, 1
zeitgeber, 1
time sense, 1
kashmir bee virus, 1
apamin, 1
metabolism cold tolerance, 1
resistance mechanism, 1
host selection, 1
honey bee reproduction, 1
cleaning behavior, 1
cyamopsis tetragonoloba, 1
mite control, 1
galleria, 1
sting gland, 1
wintering, 1
tristyly, 1
queen acceptance, 1
social group, 1
azasteroids, 1
apis melliera, 1
peritrophic membrane, 1
anticipation of feeding time, 1
cytopathology, 1
pheromone production, 1
mimicrysolitary bees, 1
behavioral responses, 1
queen pheromone, 1
secapin, 1
histopathology, 1
gc-ms analysis, 1
european honeybee, 1
chemoreception, 1
ectotherms, 1
respiration, 1
european honey bee, 1
asian honey bee, 1
greater wax moth, 1
insect mating behaviour, 1
ventilation, 1
(bee venom), 1
juvenile hormone iii, 1
hybridization, 1
hypopharyngeal gland, 1
caste, 1
