Label,weight
physicochemical analysis, 4
vaccinium corymbosum, 4
multiple queen colonies, 3
lab, 3
color, 3
honey stomach flora, 3
growth, 3
asclepiadoideae, 3
lactobacillus, 3
micronucleus, 2
identification key, 2
phenotypic plasticity, 2
sperm viability, 2
wing, 2
floral filter, 2
ejaculate, 2
moisture, 2
mic, 2
spider-hunting wasp, 2
drought, 2
hunger, 2
minimum inhibitory concentration, 2
mixed colonies, 2
tocopherol, 2
radioprotection, 2
drone rearing, 2
hydrolase, 2
habitat loss, 2
total phenol, 2
mandible, 2
sociality, 2
tropilaelaps mercedesae, 2
vsh, 2
highbush blueberries, 2
decision, 2
young worker, 2
slovakia, 2
cue distributions, 2
peponapis, 2
kin-selection, 1
stomatogastric ganglion, 1
ultrasonic-assisted extraction, 1
hive products, 1
gregory bateson, 1
fire ant (solenopsis invicta) venom - four known protein allergens, 1
irrigation, 1
livelihood, 1
isolated trees, 1
hek-293 cells, 1
entropy, 1
eric-pcr, 1
porcine, 1
yellow jacket (vespula vulgaris) venom and known allergens, 1
appetite, 1
natural communities, 1
pyrethrum, 1
genetic manipulation, 1
drai restriction, 1
breeding program, 1
graph, 1
dna microsatellite markers, 1
honey bee mite, 1
pollinator-stigma contact, 1
species identification, 1
electrical conductivity, 1
entomopathology, 1
tussue-preferential gene expression, 1
cytochrome-b, 1
qassim region, 1
double positivity, 1
leguminosae, 1
amorphous silica, 1
microbiological analysis, 1
summer seed watermelon, 1
prolyl endoprotease, 1
honeybee (apis mellifera) venom and six known allergens, 1
adult bee, 1
flowering dogwood, 1
tuned mask, 1
bignoniaceae, 1
peanibacillus larvae, 1
conjugated linoleic acid, 1
potentiation, 1
vicia villosa spp. dasycarpa, 1
chromosomal aberrations, 1
fecal accumulation site, 1
hydroxymethylfurfural, 1
fixative compounds, 1
black seed, 1
water stress, 1
aggregation behavior, 1
optics, 1
nzw f1 mice, 1
flight performance, 1
gut bacterium, 1
octanoic acid, 1
characteristic of queens, 1
(2e)-10-hydroxydecenoic acid, 1
bubbling, 1
light responsiveness, 1
virion structure, 1
fractionation, 1
inclusive fitness theory, 1
wintergreen oil, 1
fallback strategy, 1
greatheadii, 1
bioacaricide, 1
substitute, 1
matrix assisted laser desorption/ionization-fourier transform mass spectrometry (maldi-ftms), 1
local interneurons, 1
authophagy, 1
gene knockdown, 1
'brigitta blue', 1
cell, 1
anthecology, 1
structure of venom allergens, 1
pheromone binding protein, 1
ordu, 1
specialist, 1
animal model, 1
solid-state nmr, 1
bactrocera, 1
aversive learning, 1
gas chromatography-electroantennographic detection, 1
giant hornet, 1
tasmania, 1
c2 phylogenetic group, 1
primary culture, 1
codling moth, 1
new species, 1
biologically inspired algorithms, 1
free choice profile, 1
single fruit weight, 1
neuronal degradation, 1
insect invasions, 1
bauhinia corymbosa, 1
vision hypothesis, 1
secondary colonisation, 1
drug efficiency, 1
eonycteris spelaea, 1
behavioral immunity, 1
acaridae, 1
wax discrimination, 1
non-native species, 1
euphorbia spp., 1
voluntary altruism, 1
lethal concentration, 1
capped artificial cells, 1
plant reproductive success, 1
ecr, 1
reward level, 1
endocrine physiology, 1
hedgerows, 1
contact zone, 1
yield components, 1
phytohormones, 1
honey bee dominance, 1
somatic mutation, 1
european honey commission, 1
receptors, 1
pollen theft, 1
cocaine, 1
mate choice, 1
cornua glands, 1
hornfaced bee, 1
recombinant - useful diagnostic reagents for identifying offending insects, 1
litopenaeus vannamei, 1
wing morphometrics, 1
colony health, 1
hatchability, 1
biotyping, 1
winter squash, 1
yield stress, 1
geographical information system, 1
qrt-pcr, 1
small arthropods, 1
floral choice, 1
carnica, 1
lazaro, 1
multifloral, 1
ftir microspectroscopy, 1
veterinary drug residues, 1
microbicidal, 1
highbush blueberry, 1
batesian, 1
prrsv, 1
tropical biosphere reserve, 1
fly, 1
labial gland, 1
'bluecrop', 1
flora, 1
seismic signals, 1
venom allergy, 1
pollinator competition, 1
fluoroquinolones, 1
hybrid seed yield, 1
microbe-induced expression, 1
males, 1
o evolutionary lineage, 1
pohutukawa, 1
direct contact toxicity, 1
hong kong, 1
apsi mellifera, 1
bee ball, 1
zucchini yellow mosaic virus, 1
egg laying, 1
condorcet's jury theorem, 1
household, 1
flavonoid metabolism, 1
undertaker bees, 1
nectariferous plant, 1
japanese quail, 1
phaseolus vulgaris, 1
temporal coding, 1
dopamine transporter, 1
caste specificity, 1
bauhinia championii, 1
durian, 1
native species, 1
audition, 1
redundancy, 1
embodiment, 1
regrowth, 1
multilevel selection population model, 1
nano lc-maldi ms, 1
polycyclic aromatic hydrocarbons, 1
procambarus clarkii, 1
aeromonas hydrophila, 1
ultrahigh-pressure liquid chromatography, 1
raceme, 1
bee louse, 1
number of seeds, 1
increased yield, 1
digestive system, 1
vasa, 1
queenright and queenless colonies, 1
trigonella moabitica, 1
nutritional composition, 1
proline-rich peptides, 1
compensatory growth, 1
ricinus communis, 1
residue levels, 1
solitary wasp, 1
decision tree, 1
tufted apple bud moth, 1
prey attraction, 1
