Label,weight
ccd, 6
nasonia, 3
colony decline, 2
epigenetics, 2
bee losses, 2
myrtus communis, 2
qpcr, 2
eusocial, 2
honey bee viruses, 2
sterility, 2
arid land, 2
caspase, 2
pathogens, 2
hive types, 2
palatability, 2
bee hives, 2
poisonous plants, 2
arthropods, 2
supplementation, 2
freeze-killed brood, 2
vespula pensylvanica, 2
bifenthrin, 2
vitality, 2
asiatic honeybee, 2
natural peptides, 2
laccase2, 1
cinnamon essential oil, 1
worker drift, 1
transcription factor ap-2, 1
varroa-sensitive hygiene, 1
biomimetic material, 1
waggle-dance communication, 1
morphological traits, 1
felt, 1
genome structure, 1
snake-gourd, 1
organophosphate, 1
cordia globosa, 1
trnl approach, 1
research, 1
melittidae, 1
interplant, 1
ginsenoside re, 1
proteolytic barrier, 1
manilkara subsericea, 1
curves of level, 1
seedling growth, 1
honey bee declines, 1
honeybees' pathogen, 1
macrolophus pygmaeus, 1
honey bee nutrition, 1
maldims profiling, 1
calcium-activated potassium channels, 1
humulus lupulus, 1
dgge, 1
pollinator exclusion experiment, 1
cymbidium floribundum, 1
larval provision, 1
robinia pseudoacacia, 1
risk, 1
multiple phase neighborhood search-grasp, 1
rheumatoid arthritis, 1
amino-b, 1
vehicle routing problem, 1
tulsi, 1
cloudy wing virus, 1
fungistatic activity, 1
life span, 1
scolypopa australis, 1
worker bee reproduction, 1
stylisma, 1
hot plate, 1
e. coli atp synthase, 1
micrornas, 1
virus detection, 1
synanthropism, 1
9-keto-2(e)-decenoic acid, 1
lateral gene transfer, 1
overwinter mortality, 1
escallonia, 1
european cretaceous fossils, 1
nuclear hormone receptor, 1
kohlenwasserstoffe, 1
tissue, 1
genetic stock identification, 1
crustacean, 1
honey-bee mating optimisation (hbmo) algorithm, 1
external factors, 1
saos-2, 1
cell penetration, 1
dry sand prairie, 1
introduction of queen, 1
predation rate, 1
myosin v, 1
thymoquinone, 1
design, 1
ceblurgus longipalpis, 1
adulterations in honey, 1
erythrina sigmoidea, 1
complementary gene action, 1
correspondence analysis, 1
floral extracts, 1
field geometry, 1
sample preparation, 1
f2 genetic mapping population, 1
israeli acute paralysis virus, 1
kurz- und hummeln, 1
neuropeptidomics, 1
faba beans, 1
protein hormone, 1
quality parameters, 1
vertical lobe, 1
mechanosensory input, 1
milbenwanderung, 1
fungistatic, 1
round table bioassay, 1
honeybee pest, 1
melaleuca alternifolia, 1
geometric framework, 1
astylus atromaculatus, 1
actinomycetes, 1
epacridaceae, 1
neem formulations, 1
stochastic processes, 1
heat connection signals, 1
protein evolution, 1
spacing, 1
