Label,weight
image analysis, 4
(e)-9-keto-2-decenoic acid, 2
pollinators, 2
fumagillin, 2
selection, 1
lysosome, 1
honeybee vision, 1
(re)-9-hydroxy-2-decenoic acid, 1
distance estimation, 1
aroma, 1
corpora allata activity, 1
secretion granules, 1
floral ageing, 1
trichogramma maidis, 1
energetics, 1
sunflower, 1
heat shock protein, 1
oxytetracycline, 1
kanizsa rectangle, 1
supravital staining, 1
paramyosin, 1
engrailed, 1
waggle dance, 1
pyrethroid, 1
genetic introgression, 1
beekeeping, 1
honeybee queen mandibular pheromone, 1
cecropin-like molecules, 1
specialized eye regions, 1
pollinator behaviour, 1
staining., 1
phenotypic correlations, 1
negative binomial distribution, 1
thyme, 1
transmission, 1
temperature acclimation and acclimitization, 1
inhibitors of, 1
honeybee (apis mellifera) workers and drones, 1
olfactometer, 1
metopolophium dirhodum, 1
high-perfor-mance liquid chromatography, 1
in vitro juvenile hormone synthesis, 1
tarsal gland, 1
supravital stains, 1
inflorescences, 1
comparative endocrinology, 1
4-hydroxy-3-methoxyphenylethanol, 1
heliothis armigera american bollworm larva, 1
exploratory behavior, 1
semen quality, 1
apis mellifera honeybee, 1
eristalis tenax, 1
helianthus annuus sunflower, 1
visual pigment renewal, 1
astylus atromaculatus spotted maize beetle, 1
proteases, 1
retinal photo-isomerase, 1
caste differentiation, 1
elongation factor, 1
cross-bridges, 1
retinue pheromone, 1
computer analysis, 1
ige-binding factor, 1
lipocortin, 1
musca domestica house fly, 1
amino acids, 1
(re)-(-)- and (se)-(+)-9-hydroxy-2-decenoic acid, 1
conditioning, 1
floral size, 1
motion cues, 1
plant chemicals, 1
attraction bioassays, 1
odour, 1
classical conditioning, 1
seed set, 1
insect foraging, 1
honey bee sperm, 1
template model, 1
tracheal mite, 1
rhodopsin regeneration, 1
syrphidac, 1
genomic sequence, 1
mites, 1
insect muscle, 1
characterization, 1
nuclear dna polymorphisms, 1
suppressor t cell factor, 1
choice behavior, 1
flight muscle potentials, 1
corpora allata, 1
prolactin, 1
orientation discrimination, 1
corpora cardiaca, 1
apis mellifera scutellata, 1
propidium iodide, 1
thimerosal, 1
celerio euphorbiae, 1
division of labour, 1
season, 1
hoechst 33342, 1
perceptual scales, 1
cereal aphids, 1
lipoprotein, 1
drosophila melanogaster, 1
helianthus annuus, 1
translation, 1
bee venom phospholipase a2, 1
isolation, 1
neurosecretory granula, 1
protein synthesis, 1
extracellular ducts, 1
sitobion (macrosiphum) avenae, 1
neurosecretion granules, 1
honey, 1
morphological integration, 1
honeybee queen mandibular semiochemicals, 1
time budget, 1
pathology, 1
nectars, 1
nonoccluded virus, 1
pieris rapae, 1
honeybee pheromone, 1
sulfathiazole, 1
methyl p-hydroxybenzoate, 1
parasitism, 1
visual pattern recognition, 1
retinue behavior, 1
splitless capillary gas chromatography, 1
myosin filaments, 1
ventriculus, 1
forage-marking, 1
incidence, 1
tetracycline, 1
absconding, 1
live/ dead cells, 1
olfactory discrimination, 1
spermatozoa, 1
retinal-binding protein, 1
quantitative variation, 1
gland secretion, 1
acyl carrier protein, 1
