Label,weight
jh biosynthesis, 2
susceptibility, 2
varroa destructor, 2
water-soluble proteins, 2
performance, 2
invertebrate, 2
acarapis, 2
prunus dulcis, 2
parasitoids, 2
neomycin, 2
eaat, 2
andrena, 1
saccharomyces cerevisiae, 1
scr, 1
insect visitation, 1
polypeptide composition, 1
antibacterial latex, 1
near east, 1
cytochrome, 1
lacidipine, 1
apoptosis, 1
neotropical orchids, 1
tinopal cbs, 1
africanized africanized, 1
resistance to pests, 1
imidacloprid, 1
cistus salvifolius, 1
senescence, 1
terpenes, 1
o-methyltransferase, 1
postzygotic reproductive isolation, 1
evolutionary history, 1
erythrina, 1
hsp70, 1
nemestrinidae, 1
habropoda laboriosa, 1
l-type ca2+ channels, 1
olfactory pathway, 1
mucus composition, 1
ethanol, 1
non-apis bee conservation, 1
apes mellifera carnica pollm., 1
spiroplasma, 1
ecocline, 1
pollen dispensers, 1
antibacterial pollinator reward, 1
phylogenetic tree, 1
egypt, 1
orientation behaviour, 1
apv, 1
laying worker, 1
mollicute, 1
insect sperm flagellum, 1
organophosphate insecticides, 1
apis mellifera meda, 1
pattern formation, 1
operant learning, 1
blueberry, 1
mtdna co-i gene sequence, 1
mtdna polymorphism, 1
cyp48, 1
genetic resistance, 1
queen-worker transmission, 1
antigenic, 1
vacuolar cell death, 1
pollination biology, 1
insertion sequence, 1
reproductive dominance, 1
phosphoinositide cascade, 1
infection progress, 1
within-compound association, 1
fruit-pollination, 1
genitalia, 1
sucrose, 1
cynara scolymus, 1
sperm storage, 1
brood cell, 1
melittobia digitata, 1
tool archaeology, 1
glandular plasticity, 1
chemometric classification, 1
microsatellite loci, 1
'delicious' apples, 1
pairwise comparison, 1
3d-hplc, 1
respiratory chain enzyme, 1
a. m. scutellata, 1
guard bee, 1
race indentification, 1
climatic factors, 1
peak flowering period, 1
bombacaceae, 1
resting potential, 1
spv1, 1
honeybee (apis mellifera l.) colonies, 1
floral volatiles, 1
bloom, 1
cuticle pigmentation, 1
phenolamine, 1
halictinae, 1
cyp4, 1
chamone i, 1
electron flow, 1
mean lethal time, 1
snake venom, 1
protein a, 1
fabaceae, 1
chemical component, 1
pollen compatibility, 1
glucosyltransferase, 1
xylocopa splendidula, 1
task performance, 1
transformation by ras oncogene, 1
non-chemical control, 1
ecological differentiation, 1
droneflies, 1
bioassays, 1
axonemal microtubules, 1
parallel processing, 1
gfp, 1
displacement, 1
electrodeposition, 1
osinia ribifloris, 1
phe-met-arg-phe-nh2-amide, 1
duct cell, 1
ligand binding, 1
batesian mimicry, 1
honey bee queens, 1
abd-a, 1
ascidae, 1
acceptance thresholds, 1
chemical ablation, 1
octanal, 1
electrostatic pollination, 1
melittin-induced pain, 1
shaking dance, 1
ocimum basilicum, 1
reproductive variation, 1
chrestomutilla, 1
carpenter bees, 1
sticky boards, 1
prunus amygdalus, 1
myotoxins, 1
binding loop, 1
methyl farnesoate epoxidase, 1
hydroxyapatite, 1
rt-pcr, 1
gap junctional intercellular communication, 1
vernal pool, 1
glutathione peroxidase, 1
kasmir bee virus, 1
a. cerana, 1
iridaceae, 1
dufour glands, 1
interspecific pollen transfer, 1
gastric ulcer, 1
marking techniques, 1
edema-inducing activity, 1
embryology, 1
calluna vulgaris, 1
binding isotherm, 1
jordan, 1
mimicry, 1
durio, 1
tubulin post-translational modification, 1
exomalopsis spp., 1
discriminant function analysis, 1
removal behavior, 1
tetraspanin, 1
fermentation, 1
clusiaceae, 1
pampas, 1
chamone ii, 1
axon reflex, 1
confocal microscopy, 1
rainwater, 1
round dance, 1
cinnamic acid derivative, 1
instrumentation, 1
interfaces gc-ms, 1
tm4sf, 1
z-scores, 1
acetobacter sp, 1
endangered, 1
direct rt-pcr, 1
amino acid sequence, 1
clusia grandiflora, 1
tropilaelaps, 1
lidocaine, 1
bombylius facialis, 1
common names, 1
direct reverse transcription polymerase chain reaction, 1
blattisocius apis n. sp, 1
flight course, 1
landmark orientation, 1
triterpenoids, 1
isolated coronary artery, 1
response thresholds, 1
dasymutilla occidentalis (linnaeus 1758), 1
olfactory coding, 1
intron evolution, 1
feia inhibition, 1
apical transporters, 1
molecular cloning, 1
mite behavior, 1
apis mellifera linnaeus 1758, 1
plant origin, 1
apis mellifera subspecies, 1
gastrin cholecystokinin, 1
neuroethology, 1
nectar storage, 1
environmental cue, 1
efferent neurons, 1
melittin signal, 1
density dependence, 1
neural correlate of learning, 1
rast inhibition, 1
fragaria, 1
koschewnikow glands, 1
generalizat ion, 1
caffeic acid phenethyl ester, 1
suppression of mite reproduction (smrd), 1
bat, 1
spikes, 1
transposition, 1
invasive pest, 1
nemorosone ii, 1
native plants, 1
azadirachta indica, 1
homopeptides, 1
associative learning, 1
water forager, 1
anticoagulant activity, 1
propolis wax, 1
a. m. syriaca, 1
phototransduction, 1
spodoptera frugiperda cells, 1
acaricide-resistance, 1
chimpanzees, 1
giant honey bees, 1
restriction endonuclease, 1
intracellular ca2+ signal transduction, 1
foraging decisions, 1
projection neurons, 1
streptococci, 1
morphological variation, 1
spatial heterogeneity, 1
a. m. litorea, 1
sucrose reward, 1
cup, 1
centriolar adjunct, 1
san diego county, 1
pogogyne abramsii, 1
hybrid seeds, 1
bee breeding, 1
tongariro national park, 1
ixia, 1
antp, 1
a. m. caucasica, 1
polo, 1
detoxification enzymes, 1
pollinizers, 1
parasite load scores, 1
dusting, 1
extraction, 1
basil, 1
l-trans-2 4-pyrrolidine dicarboxylate, 1
nmr structure, 1
ca2+ channels, 1
vinegar, 1
pollinator foraging activity, 1
solitary bees, 1
hybrid sunflower, 1
laelapidae, 1
stable transformation, 1
bayvarol(r), 1
spiderhunters, 1
n-methylindoxylacetate, 1
dance behavior, 1
membrane potential, 1
brood pattern, 1
apis mellifera syriaca, 1
ascospores, 1
diverse animals, 1
portugal, 1
spermatozoa viability, 1
chemical evaluation, 1
mutilla europaea linnaeus 1758, 1
vibration signal, 1
kenya, 1
tabanidae, 1
a. m. meda, 1
honey bee hypopharyngeal gland regression, 1
pollinizer, 1
travel distance, 1
plectrovirus, 1
hydrogen bonds, 1
sensory representation, 1
amide proton temperature coefficient, 1
free-flying foragers, 1
mountain, 1
peptide-induced leakage, 1
cytochrome p450, 1
traps, 1
odor convergence, 1
germplasm preservation, 1
honey vinegar, 1
plaque, 1
shape, 1
cuticular hydrocarbons, 1
raised cells, 1
taiwan, 1
pollen release, 1
modulatory communication, 1
antiophidian activity, 1
casearia sylvestris, 1
vibration, 1
gamasida, 1
host acceptance, 1
disulfide bond, 1
transformation, 1
biological species concept, 1
early symptoms, 1
chill-coma, 1
electrostatic powder coating, 1
nectar features, 1
non-apis bees, 1
onion, 1
signal, 1
hopliini, 1
tool use, 1
aliphatic alcohol, 1
d-002, 1
secretory cell, 1
glossina spp, 1
diploid drone, 1
spore cysts, 1
long-term toxicity, 1
allium cepa, 1
sensory preconditioning, 1
[ala-14]melittin, 1
floral oil, 1
discrimination of wax, 1
apis mellifera lamarckii, 1
inoviridae, 1
canola oil, 1
sunflowers pollen, 1
orchard pollination, 1
20-hydroxyecdysone, 1
b. capsicum n. sp, 1
benzophenone, 1
pollinator reward evolution, 1
smicromyrme benefactrix (turner 1916), 1
sybr-14, 1
configural learning, 1
chrysomelidae, 1
honeybee apis mellifera, 1
carbamates, 1
secretory cycle, 1
respirometry, 1
motivational state, 1
patch size and quality, 1
vectoring, 1
empty frames, 1
accessory tubules, 1
oil, 1
brood disease, 1
electric charges, 1
intoxication, 1
glucan, 1
farnesoic acid, 1
charge screening, 1
yellow jacket venom, 1
mitefall, 1
glycosyltransferase, 1
physico-chemical characteristics, 1
primor, 1
bee foraging, 1
proline14, 1
colony founding, 1
conspecific recognition, 1
bee mites, 1
androlaelaps bayoumi n.sp, 1
nectary, 1
chronic paralysis virus (cpv), 1
heather, 1
foragers, 1
foraging heterogeneity, 1
hybrid, 1
faeces, 1
life history, 1
flight dimension, 1
ubx, 1
transition dances, 1
ecological, 1
honey-foraging, 1
afrcanized bees, 1
complex iii, 1
formamidine, 1
necrosis, 1
trichogramma, 1
allatectomy, 1
