Label,weight
feeding systems, 1
compound eye, 1
apis mellifera venom, 1
phospholipase a2, 1
cornea, 1
anemotaxis, 1
second optic ganglion (medulla), 1
golgi studies, 1
(ee)-farnesol, 1
geranic acid, 1
worker bees, 1
queen bee, 1
honeybees, 1
queen-cups, 1
foot-print pheromone, 1
worker bee, 1
bioassay, 1
third optic ganglion (lobula), 1
tarsal glands, 1
ultrastructure, 1
radiolabelled sterols, 1
(z)-citral, 1
enzymic oxidation, 1
footprint pheromone, 1
construction, 1
neuronal elements, 1
bumblebees, 1
nerobic acid, 1
honey bee (apis mellifera), 1
sterol metabolism, 1
queens, 1
solanum, 1
queen bees, 1
potato, 1
methomyl, 1
bombus, 1
anaesthesia, 1
geraniol, 1
inhibition, 1
apidae, 1
defined diet, 1
swarming, 1
