Label,weight
target-site resistance, 2
ethnozoology, 2
entomopathogenic bacteria, 2
nutrient sensor, 2
hoechst, 1
mrna and peptide expression, 1
mexican oregano, 1
two voltage clamp, 1
linamarin, 1
domestic honeybee, 1
loop-mediated isothermal amplification (lamp), 1
gradient sensing, 1
weakening, 1
field-effect transistor, 1
counting mechanisms, 1
leukocytes, 1
aroma profile, 1
aedes communis, 1
honybees, 1
bat guano, 1
dermatophytosis, 1
antioxidative enzyme genes, 1
porcine reproductive and respiratory syndrome virus, 1
loxodonta africana, 1
endangered mutualism, 1
soluble, 1
standards, 1
peritrophic matrix, 1
physiological state, 1
intracellular parasite, 1
olfactory signal, 1
neonicotinoid pesticide, 1
hypoaspis miles, 1
acephate (bracket), 1
inclusion complex formation, 1
tet, 1
mrjp3 microsatellite locus, 1
synergism/antagonism, 1
range size, 1
intestinal microbiota, 1
apis sp, 1
foraging hours, 1
insect physiology, 1
biofilter, 1
duration of treatment, 1
mecaphesa dubia, 1
time mortality, 1
sulforhodamine b, 1
ceratina smaragdula, 1
domain applicability, 1
carcinus maenas, 1
gilliamella apis no3t, 1
transsulfuration, 1
separation, 1
invertebrate medicine, 1
two-dimensional electrophoresis, 1
phosphatidylcholine, 1
individual effect, 1
body composition, 1
cyanogenic glucoside, 1
queen retinue workers, 1
h. pylori, 1
melissodes trinodis robertson, 1
cinnamon, 1
hemin, 1
interactions., 1
environmental stressor, 1
deuterotoky, 1
bee toxicity, 1
sugar consumption, 1
alternative treatments, 1
genetic resource, 1
next generation sequencing (ngs), 1
heat wave, 1
microbiological status, 1
nutraceutical medicine, 1
melonworm moth, 1
t-cell, 1
capsid gene, 1
dihydroactinidiolide, 1
micronutrients, 1
aristotelia chilensis, 1
microbial infections, 1
immunological dependence, 1
alcoholic beverages, 1
pepsin, 1
cover crops, 1
differential scanning calorimetry (dsc), 1
andrographis paniculata, 1
formic acid evaporator, 1
maximum residue level, 1
stylar trimorphism, 1
dew, 1
non-immunological defence, 1
containment, 1
odorant detection, 1
perdita, 1
photomicrograph, 1
achromatic and chromatic contrast, 1
intrinsic toxicity, 1
red queen, 1
quantitative method, 1
arabica coffee, 1
tropical flora, 1
salt tolerance, 1
clathrin, 1
interview, 1
pseudoqueen, 1
cm15, 1
intrinsic disorder, 1
pathogenic fungi, 1
honey bee queen spermatheca, 1
ecosystem services mapping, 1
parasite reproduction, 1
marula tree, 1
phenolic acid, 1
pollen secondary compounds, 1
malaysian propolis, 1
colony effect, 1
gut community, 1
clover, 1
viral disease, 1
bioinsecticide, 1
cross-fertilization, 1
pavlovian conditioning training, 1
health of hives, 1
sodium butyrate, 1
pacific island, 1
neural energetics, 1
diabetes mellitus, 1
dioecious plants, 1
vegetable farming, 1
spatial and genetic variability, 1
imd, 1
composite samples, 1
royal jelly bees, 1
het-cam, 1
gelatin capsule, 1
pesticide mixture, 1
field conditions, 1
biologically active substances, 1
agro climatology, 1
polyunsaturated fatty acids, 1
ex vivo nail model, 1
insect relative abundance, 1
terminal restriction fragment length polymorphism (t-rflp), 1
species differentiation, 1
headspace solid phase micro-extraction, 1
honeybee gut symbiont, 1
immune boosting, 1
prophylaxis, 1
pdf oscillation, 1
alginate, 1
mead, 1
within-host dynamics, 1
cbs, 1
gsea, 1
plebeia sp. nov., 1
honey bee forager, 1
pgrp-sa, 1
antimicrobial agents, 1
humic substances, 1
behavioral pharmacology, 1
sensitive period, 1
irritation, 1
vein development, 1
flock, 1
oligolectic bee, 1
anthropogenic disturbances, 1
pollen description, 1
helianthus annuus l., 1
fresh pollen, 1
elephant impact, 1
apis mellifera carpatica avet, 1
stratiolaelaps scimitus, 1
neurosystem pesticide, 1
yield gap, 1
postingestive, 1
fallen flower, 1
anthophilous fauna, 1
zootherapy, 1
meliponids, 1
reduced snp assays, 1
multiple residues, 1
organic, 1
colony-level plasticity, 1
brassica juncea, 1
varroa destructor virus, 1
student-centred, 1
vespula spp, 1
endogenous probiotics, 1
informative snps, 1
mile-a-minute, 1
colony population model, 1
invader complex, 1
conditioned taste aversion, 1
aggregation properties, 1
simulation-based model, 1
animal group, 1
local flower community, 1
invasive weed, 1
honey bee larvae rearing, 1
binary mixture, 1
alzheimer's disease, 1
ecological stoichiometry, 1
sucrose response thresholds, 1
red pigment concentrating hormone, 1
brood rearing activity, 1
foraging density, 1
sublethal pesticide concentrations, 1
parallelpiped, 1
medicinal mushroom do, 1
poricidal anthers, 1
hermaphrodite sex, 1
binding pocket, 1
bonin (ogasawara) islands, 1
low-temperature stress, 1
prophenol oxidase, 1
apis mellifera bee, 1
tannins, 1
water foragers, 1
agroforestry parklands, 1
apis mellifera mellifera l, 1
cyclodextrins, 1
mellipona beecheii, 1
durio zibethinus, 1
saponins, 1
eucalyptus honey, 1
microscopic examination, 1
hsp70 gene, 1
efb, 1
male sterile, 1
aphid lethal paralysis virus, 1
dead and live bees, 1
pollinator-species richness, 1
microbiocenosis, 1
wash method, 1
microsatellite mrjp3 locus, 1
personal care products, 1
dnmt3, 1
acceptable daily intake, 1
environmental toxins, 1
rhopalosiphum padi virus, 1
publication trend analysis, 1
taste aversion learning, 1
multispectral, 1
essential oils mixture, 1
genome phylogeny, 1
nectar redox cycle, 1
wild blueberry, 1
tobamovirus, 1
uplc-ms/ms, 1
psychotria homalosperma, 1
post-ingestive, 1
ngs, 1
ulcer healing process, 1
andrena helianthi robertson, 1
bibliometrics, 1
host-associated microbiome, 1
spermatozoa production, 1
field-based data, 1
circular dichroism spectroscopy, 1
raphanus sativis, 1
northern great plains, 1
apis mellifera mellifera l., 1
taste attenuation, 1
ph effects, 1
multiplex real-time pcr, 1
learning transfer, 1
physical-chemical properties, 1
locomotor activity rhythm, 1
histone deacetylase inhibitor, 1
memory gene, 1
sustainable, 1
genomics/proteomics, 1
hummingbird pollination, 1
phospholipase c, 1
stingless honey bee, 1
gastrointestinal diseases, 1
fungal inhibition, 1
component resolved diagnosis, 1
helicase gene, 1
pcr diagnosis, 1
exogenous water, 1
bifenazate, 1
endemic poppy, 1
phoretic period, 1
agro-ecological landscapes, 1
black locust, 1
olfactory electronic biosensor, 1
landscape characteristics, 1
varroatosis tolerance, 1
varroa destructor management, 1
hydrogen sulfide, 1
berry, 1
brain asymmetries, 1
synergistic interaction, 1
fagus sylvatica, 1
net benefit, 1
mitotypes, 1
busulfan, 1
alpine meadow, 1
predator-prey interactions, 1
brood rearing suppression, 1
endophyte infection, 1
ireland, 1
pollen supplementation, 1
voltage-gated sodium channel (vgsc), 1
endemism, 1
hrm analysis, 1
cocoons, 1
lonicera, 1
chemical mixture, 1
api m3, 1
hypopharyngeal secretions, 1
left-right asymmetries, 1
ergosterol biosynthesis inhibitor fungicide, 1
new york and pennsylvania agriculture, 1
antioxidation, 1
vulnerability, 1
hyperactivity, 1
gynoecium protection, 1
epitopes, 1
wire-netting, 1
numerical cognition, 1
high resolution mass spectrometry, 1
essential amino acid, 1
health symptoms, 1
sniffer bees, 1
buckfast bee, 1
polybia micans, 1
ischemia/reperfusion, 1
photoacoustic spectroscopy, 1
avocado honey, 1
percentage of natural habitat, 1
rapeseed honey, 1
tracking, 1
database, 1
dynamic regulation of transcripts, 1
clover (trifolium repens), 1
hive scale, 1
escape wave, 1
gama platform, 1
pollen extraction efficiency, 1
pollinator-herbivore interaction, 1
perceived danger, 1
optical spectroscopy, 1
agro-systems, 1
fungal pathogen, 1
intermine, 1
pesticide transfer, 1
ultrafiltration, 1
b-cell, 1
bayesian statistics, 1
prrsv vaccine, 1
gotland, 1
nurse and forager bees, 1
silicones, 1
hive exposure, 1
physiological roles, 1
orchard bee, 1
colony odor, 1
behavioral lateralization, 1
apis indica, 1
lethal and noec doses, 1
scientometrics, 1
health belief model, 1
open pollination, 1
apis honey bees, 1
vip, 1
reducing sugar, 1
decentralized decision-making, 1
isolation stress, 1
melipona species, 1
neutrophils, 1
period protein, 1
illumina miseq, 1
homocystinuria, 1
array comparative genomic hybridization, 1
apis cerana sacbrood virus, 1
microbiological characteristics, 1
brassica rapa l. subsp. chinensis, 1
clostridium botulinum, 1
stable isotope-labeled internal standard peptide, 1
biliverdin, 1
endogenous water, 1
dna methyltransferase, 1
parasite control, 1
matrix metalloproteinase-9, 1
gevuina avellana, 1
sorption, 1
bee poisoning, 1
seed crop, 1
temperate areas, 1
soybean protein isolate., 1
traumatic brain injury, 1
juvenile hormone analog, 1
permeation property, 1
tephritid fly, 1
apple trees, 1
evolutionary branches m and c, 1
cation bridging, 1
gamma irradiation, 1
yeast (fungi), 1
life cycle stages, 1
sugar beet, 1
organosilicon surfactant, 1
oxidized low density lipoprotein, 1
burning, 1
b. terrestris, 1
pesticide use, 1
elasticity, 1
natural-based supplement, 1
manganism, 1
maldi-imaging, 1
group cohesion, 1
tree cavity, 1
polistes spp, 1
neuronal number, 1
antimycotic activity, 1
laurus nobilis, 1
sclerotinia, 1
morphology of apoptosis, 1
misiones province, 1
pathogen inactivation, 1
gonad development, 1
diet attractiveness, 1
thorn-forest, 1
contamination flow, 1
fraud, 1
uplc?ms/ms, 1
sugar gustatory receptor, 1
signature peptide, 1
munim, 1
ecuadorian monofloral honey, 1
food uptake, 1
pollination diagnosis, 1
multiresidual analysis, 1
visual model, 1
faas, 1
phytochemical, 1
ann-based equation, 1
fixation index, 1
vascular endothelial growth factor expression, 1
arctomecon, 1
indigenous knowledge, 1
antimicrobial effect, 1
whirligig, 1
black woodpecker, 1
bilirubin, 1
hybrid crop, 1
adjuvant, 1
supplemental forage, 1
pollination strategies, 1
embryonic transcriptome, 1
evergreen, 1
bee pollinators, 1
orthology, 1
bioactive component, 1
quorum response, 1
genotoxic effects, 1
situational emotions, 1
ugni molinae, 1
