Label,weight
real-time pcr, 3
colony performance, 3
natural enemy, 2
rearing, 2
occurrence, 2
desmycosin, 2
pollen dough, 2
fruit development, 2
korean bee venom, 2
hemolysis, 2
clothianidin, 2
cluster analysis, 2
queen-worker conflict, 2
numt, 2
environmental fate, 2
phenolic profiles, 2
side-effects, 2
pollen sources, 2
exotic, 2
temperature compensation, 2
insect vectors, 2
penaeus monodon, 2
russian stock, 2
integrative pest management, 2
silk, 2
lipid peroxidation, 2
honeydew melon, 2
three-dimensional reconstruction, 2
brassica, 2
apis florae, 2
antinociceptive efficacy, 2
trophocyte, 2
temperature entrainment, 2
infestation level, 2
cell cycle, 2
nectar collection, 2
aggressive behavior, 2
cotton bollworms, 1
csp family, 1
codon bias, 1
eulaema cingulata, 1
glucoamylase, 1
floral odour, 1
forrajeo, 1
systemic, 1
caracterizacin de miel, 1
modified nototribic pollination, 1
honey pollen, 1
retention, 1
responsiveness, 1
yellowjackets, 1
cloning of, 1
nosemosis, 1
polyunsaturates, 1
natural mite fall, 1
fat body proteins, 1
immediate early gene, 1
asp3, 1
centromere, 1
mgentherader, 1
social networks, 1
salivary odorant-binding protein-2, 1
aphidophagous syrphid, 1
tetracycline resistance, 1
gas chromatograph, 1
vaccinium angustifolium, 1
long-term assessment, 1
larvae inoculation, 1
bee management, 1
memory consolidation, 1
communication signals, 1
maltase, 1
production of honey, 1
infectious diseases, 1
bee-eaters, 1
molecular dynamics, 1
optimal searching strategy, 1
rna recombination, 1
2d-page, 1
assam lemon, 1
optimal search strategy, 1
pedicularis rex, 1
brain factor, 1
laying, 1
candidate genes, 1
rhus coriaria, 1
'royalty' allele, 1
snails, 1
mmp-1, 1
spore-decoating, 1
trna-like sequence, 1
positive feedback, 1
procheck, 1
zero reward, 1
rna heredity, 1
strip kit, 1
social stimulation, 1
water collecting, 1
citrus honey, 1
rice delphacid, 1
outcrossing rate, 1
insertion, 1
comb experiments, 1
host specificity, 1
leakage, 1
multi-agent based computer simulation, 1
genetic diversity microsatellites, 1
laboratory testing, 1
prey preservation, 1
preferences, 1
clock, 1
base context, 1
cowpea bacterial blight, 1
phenol oxidase, 1
pollen movement, 1
toll, 1
silent-phase epidemic, 1
caatinga, 1
litchi, 1
proliferation, 1
anagyrus pseudococci, 1
palinology, 1
csps, 1
life-history pleiotropy, 1
tropilaelaps thaii n. sp., 1
bt-maize, 1
protection, 1
serum tryptase, 1
physiology, 1
neuronal connections, 1
tuned error hypothesis, 1
infection dynamics, 1
predictive model, 1
oman, 1
dispensers, 1
information flow, 1
akt, 1
social, 1
ziziphus, 1
resonance, 1
nectariferous flowers, 1
annual colony cycle, 1
row ratio, 1
choice tests, 1
lasius neoniger, 1
trachea, 1
egfp, 1
fucosyltransferase (fuct), 1
extract optimization, 1
dorsal rim area, 1
interrace differences, 1
juvenile hormone diol kinase, 1
hydrophobic proteins, 1
recognition template, 1
cha, 1
quantitation, 1
che, 1
eastern europe, 1
volvulopsis nummularium, 1
swertia przewalskii, 1
visit, 1
sugar:acid ratio, 1
milkweed, 1
odometer, 1
head chemical constituents, 1
brood-rearing activity, 1
pichia pastoris, 1
healing properties, 1
mastocytosis, 1
eucalyptus type propolis, 1
ras cheese, 1
mini-nucleus colony, 1
coloniality, 1
economic impact assessment, 1
vesicle, 1
fertility reversion, 1
conditioned response, 1
large subunit rna, 1
exaggerated signals, 1
varroa-resistance, 1
hptlc, 1
abundance, 1
glyceraldehyde-3-phosphate dehydrogenase, 1
type 1 cell death, 1
tagosodes orizicolus, 1
b-cell epitope, 1
floral odorants, 1
bombus lapidarius (linnaeus 1758) b pratorum (linnaeus 1758) b hypnorum (linnaeus 1758) b lucorum (linnaeus 1758%) b pascuorum (scopoli 1763), 1
pheromonal communication, 1
castanea type propolis, 1
peptide folding, 1
hemolytic anemia, 1
enso, 1
couepia uiti, 1
x-ray crystallography, 1
16s patterns, 1
ecotype, 1
flight duration, 1
ultra-low volume adulticide, 1
lipid-protein interactions, 1
coefficient of variation, 1
alexa 568, 1
serine proteinase homologue, 1
aenictinae, 1
symbolic matching, 1
unbalanced diets, 1
light trap, 1
organophosphorus pesticide, 1
protein quantification, 1
chordotonal organ, 1
electrapini, 1
takeout, 1
formica (fusca group), 1
flower-pollinator interaction, 1
plant bioregulators, 1
breeding value, 1
north-eastern brazil, 1
pakistani honey, 1
bananaquits, 1
venom toxin, 1
pedicularis densispica, 1
forest, 1
insemination, 1
winter-rainfall zone, 1
olfactory experiences, 1
task plasticity, 1
vespa basalis, 1
mitochondrial genome, 1
intracellular staining, 1
warm climate, 1
entrainment mechanism, 1
countryside, 1
nectar volume, 1
stage specificity, 1
gross pathology, 1
sustainability, 1
egyptian honeybee propolis, 1
transferred nuclear overhauser effect, 1
pollen uptake, 1
olfactory learning and memory, 1
bioinformatics, 1
vesicle transport, 1
social role, 1
preterm crop, 1
pollination bee master, 1
toxic effect, 1
eucalyptol, 1
14-3-3 epsilon, 1
tilia platyphyllos mill, 1
multidimensional liquid chromatography, 1
genome annotation, 1
homoptera, 1
frequency demultiplication, 1
group selection, 1
common garden, 1
nilaparvata lugens, 1
bombus haemorrhoidalis, 1
botanic origin, 1
dinucleotide frequency, 1
corbiculate bee, 1
nuptial flights, 1
acf1, 1
chromosome aberration (ca), 1
alternation, 1
musca domestica, 1
column switching, 1
host-parasite co-evolution, 1
small subunit ribosomal rna gene, 1
orobanchaceae, 1
energetic efficiency, 1
mrjr yellow, 1
nha, 1
paracetamol, 1
alternative feeding, 1
fanning, 1
apis cerana pollination, 1
diseases of dogs, 1
embryonic development, 1
stress resistance, 1
phylogenetic classification, 1
extractive foraging, 1
insect cuticle, 1
puerto rico, 1
pollen grains, 1
mad gene, 1
rna integrity number (rin), 1
worker bumblebees, 1
anatolian mediterranean honey, 1
crocoideae, 1
mite infestation, 1
internal lesions, 1
eupeodes bucculatus, 1
food deception, 1
enzymatic hydrolysates, 1
prenylflavonoid, 1
sweet cherry (prunus avium l.), 1
bee colonies, 1
oriental hornet, 1
alien pollinators, 1
isofucosterol derivative, 1
pyrethrins, 1
formic acid fumigation, 1
substrate electrophoresis, 1
monarch butterfly, 1
piping, 1
thomsen-friedenreich antigen, 1
mantophasmatodea, 1
pleiotropy, 1
antihypertensive activity, 1
persistent organic pollutants, 1
cytochrome c oxidase 2, 1
isochore, 1
releaser pheromones, 1
genetically modified organisms, 1
neck motor neuron, 1
halogenated natural products, 1
protein:carbohydrate ratio, 1
pheromone biosynthesis, 1
cassava bacterial blight, 1
eicosenol, 1
imd pathway, 1
cytb, 1
high throughput genomics, 1
plasmids, 1
native wild pollinators, 1
health, 1
propolin h, 1
social transmission, 1
accessory glands, 1
floral displays, 1
mosaic analysis, 1
genetic response, 1
infectious period, 1
pastures, 1
linden honey, 1
ion current, 1
oriental melon, 1
secretory acini, 1
3-d model, 1
diploid male load, 1
drone reproductive system, 1
iswi, 1
logging, 1
worker brood cell, 1
t cordata scop, 1
gut bacteria, 1
avirulence, 1
motion, 1
flour beetle, 1
gene introgression, 1
cuticle synthesis, 1
antioxidant power, 1
glucose uptake, 1
sugar diet, 1
material culture, 1
genome assembly, 1
prefractionation, 1
sperm numbers, 1
melittophily, 1
gc content, 1
floral rewards, 1
