2016-06-15	Why do Varroa mites prefer nurse bees?	mites show preference nurses host bees yet newly adapted 
2016-06-01	B+WSN: Smart beehive with preliminary decision tree analysis for agriculture and honey bee health monitoring	data algorithm classification beehive sensor tree term network range 
2016-06-01	Sucrose sensitivity of honey bees is differently affected by dietary protein and a neonicotinoid pesticide	protein sucrose honey thiamethoxam unbalanced carbohydrate bee dietary drug 
2016-06-01	Specific immune stimulation by endogenous bacteria in honey bees (Hymenoptera: Apidae)	bacteria immune strains bee environmental potential endogenous immunomodulatory development 
2016-06-01	Sperm viability and gene expression in honey bee queens (Apis mellifera) following exposure to the neonicotinoid insecticide imidacloprid and the organophosphate acaricide coumaphos	viability expression queens sperm doses honey genes compounds day 
2016-06-01	Selective Behaviour of Honeybees in Acquiring European Propolis Plant Precursors	resins bud black markers plant sources resin antimicrobial selective 
2016-06-01	Honeybees produce millimolar concentrations of non-neuronal acetylcholine for breeding: Possible adverse effects of neonicotinoids	brood food larval gland neonicotinoids breeding smooth muscle unknown 
2016-06-01	Varroa destructor and viruses association in honey bee colonies under different climatic conditions	colonies subtropical climate treatment virus temperate received infestation bee 
2016-06-01	Isoform-specific modulation of the chemical sensitivity of conserved TRPA1 channel in the major honeybee ectoparasitic mite, Tropilaelaps mercedesae	activated mercedesae channel one sequences compounds two ectoparasitic major 
2016-06-01	Rapid and Reliable Method for Analyzing Acaricides in Honey-Based Products	analytical solution range standard products limits honey ion protocol 
2016-06-01	Food for pollinators: Quantifying the nectar and pollen resources of urban flower meadows	flower mixes seed species meadows resource sugar rewards pollen 
2016-05-31	Non-cultivated plants present a season-long route of pesticide exposure for honey bees	pollen growing neonicotinoid foraging pyrethroid plants pollution honey bees 
2016-05-07	MelissAR: Towards augmented visual analytics of honey bee behaviour	design bee reality implementation relevant effective system based honey 
2016-05-01	The status of honey bee health in Italy: Results from the nationwide bee monitoring network	colony bee health hive land honey mortality related seasonal 
2016-05-01	Weakness and collapse of bee colonies in Brazil: Are there cases of CCD?	mainly pathogens causes possible collapse studies bee pesticides recorded 
2016-05-01	Chronic toxicity and physiological changes induced in the honey bee by the exposure to fipronil and Bacillus thuringiensis spores alone or combined	spores phosphate strain midgut effects physiological glucose enzyme dehydrogenase 
2016-05-01	Acute exposure to selenium disrupts associative conditioning and long-term memory recall in honey bees (Apis mellifera)	selenium conditioning memory exposure recall sublethal learning ability form 
2016-05-01	A toolbox for quantitative gene expression in varroa destructor: RNA degradation in field samples and systematic analysis of reference gene stability	gene genes stable expression reference chain high suitable protocol 
2016-05-01	Natural Varroa mite-surviving Apis mellifera honeybee populations	populations wild destructor honeybee survival mite variety threat around 
