Label,weight
sting pheromones, 3
megachile rotundata, 3
molecular form, 2
pavlovian conditioning, 2
chemical control, 2
mite drop, 2
hibernation, 2
tritium, 2
bombus impatiens, 2
beekeepers, 2
programmed cell death, 2
subgenual organ, 2
turkey, 2
sealed worker brood, 2
microsatellites, 2
allergy, 1
plant source, 1
stinging response, 1
vibrational communication, 1
toria, 1
prunus spp., 1
blueberries, 1
pollen plant, 1
frame of pair-rule patterning, 1
apis mellifera honey bee, 1
inoculum vectoring, 1
cumulants, 1
brassica rapa, 1
characteristics of queens, 1
yeast, 1
nodules, 1
honey-bee performance, 1
osmia atrivenths, 1
specific desensitization, 1
tangential cues, 1
subtropical to subalpine zones, 1
honey bee defensive behavior, 1
mallophora ruficauda, 1
benomyl, 1
bacteria, 1
seed paternity, 1
fluorescence energy transfer, 1
subtropical rainforest, 1
biological control, 1
micro-organisms, 1
spiperone, 1
worker brood, 1
fluorescent dyes, 1
somalia, 1
acute toxicity, 1
malus domestica, 1
vibration sense, 1
varroa underwoodi, 1
gray mold, 1
strontium, 1
brassica rapa var napus, 1
ol factory bioassay, 1
sequential sampling, 1
rhodopsin, 1
body size, 1
cesium, 1
pseudoconditioning, 1
offspring analysis, 1
chemical signature, 1
sample size, 1
enzymatic activities, 1
conditioning methodology, 1
microsatellite dna, 1
africanized honeybee venom, 1
nutrimentary oogenesis, 1
critical thermal maximum, 1
gryllus campestris (insecta), 1
usa, 1
free amino acids, 1
staphylococcus aureus, 1
phospholipids, 1
prey, 1
bee predators, 1
natural membrane, 1
metalloprotease, 1
apis meliffera, 1
parasitic mites, 1
colony variability, 1
carbendazim, 1
blocking, 1
damaged mites, 1
flight stimulus, 1
sodium-22, 1
endangered plant species, 1
freezing behaviour, 1
hymenoptaecin, 1
behavioral dominance, 1
spp, 1
gravireception, 1
petiolar organs, 1
south american, 1
fruiting success, 1
mite populations, 1
optimal, 1
synodic lunar cycle, 1
bifidobacterium, 1
queen honey bebe, 1
drone flight activity, 1
associated microflora, 1
arrhenius plot, 1
igg4, 1
fungi, 1
olfactory recognition, 1
sonoran desert, 1
optical imaging, 1
araucaria forest, 1
stimulus intensity, 1
microtaxonomy, 1
quality control, 1
threshold sensitivity, 1
acid phosphatase, 1
muscle metabolism, 1
encelia, 1
dispersion index, 1
food chain, 1
mechanical model, 1
colletes, 1
hypoxia, 1
distribution pattern, 1
oxygen, 1
sensory adaptation, 1
white clover, 1
transgenic plants, 1
banksia brownii, 1
kenyon cells, 1
penicillia, 1
management of apoidea, 1
fluvalinate susceptibility, 1
motor learning, 1
oligolecty, 1
treatment threshold, 1
opsin cdna, 1
robber flies, 1
choice-behavior, 1
maize, 1
botrytis cinerea, 1
structural plasticity, 1
fusome, 1
crustacea, 1
bacillus cereus, 1
colony integration, 1
food preferences, 1
water balance, 1
apis mellifera ligustica spin, 1
interaction, 1
residual contact toxicity, 1
resistance survey, 1
apistan, 1
even-skipped, 1
kallstroemia, 1
honeybee species, 1
apis mellifera ruffneri, 1
varroa mite, 1
steroids, 1
molting, 1
thymol, 1
reproductive success, 1
body weight, 1
triacylglycerols, 1
vaccinium angustfolium, 1
clectroantennogram, 1
biogenic magnetite, 1
bombusspp, 1
foraging pattern, 1
rh795, 1
wintering losses, 1
conidia, 1
episternal hairplates, 1
nest architecture, 1
pathogen, 1
resource exploitation, 1
drone bees, 1
diapause, 1
invertebrate learning, 1
flower choice, 1
daphnia, 1
water collection, 1
anthophora alluaudi, 1
recombinant proteins, 1
fragaria x ananassa, 1
fluorescent ligand, 1
queen rearing and mating methods, 1
pollen flow, 1
malta, 1
temperature control, 1
persistence, 1
dormancy, 1
pattern discrimination, 1
