2016-06-15	Why do Varroa mites prefer nurse bees?	mites host mite preference show nurses biology find highly 
2016-06-01	B+WSN: Smart beehive with preliminary decision tree analysis for agriculture and honey bee health monitoring	data algorithm classification beehive sensor important parameters energy network 
2016-06-01	Sucrose sensitivity of honey bees is differently affected by dietary protein and a neonicotinoid pesticide	protein sucrose colony dietary carbohydrate survival unbalanced food thiamethoxam 
2016-06-01	Specific immune stimulation by endogenous bacteria in honey bees (Hymenoptera: Apidae)	bacteria immune strains environmental potential immunomodulatory endogenous development species 
2016-06-01	Sperm viability and gene expression in honey bee queens (Apis mellifera) following exposure to the neonicotinoid insecticide imidacloprid and the organophosphate acaricide coumaphos	expression queens viability doses chemical sperm treated coumaphos genes 
2016-06-01	Selective Behaviour of Honeybees in Acquiring European Propolis Plant Precursors	resins bud black antimicrobial species chemical behavior markers plant 
2016-06-01	Honeybees produce millimolar concentrations of non-neuronal acetylcholine for breeding: Possible adverse effects of neonicotinoids	food brood neonicotinoids larval concentrations gland content clothianidin unknown 
2016-06-01	Varroa destructor and viruses association in honey bee colonies under different climatic conditions	colonies subtropical climate treatment received temperate virus infestation populations 
2016-06-01	Isoform-specific modulation of the chemical sensitivity of conserved TRPA1 channel in the major honeybee ectoparasitic mite, Tropilaelaps mercedesae	channel mercedesae activated one two potential arthropod major sequences 
2016-06-01	Rapid and Reliable Method for Analyzing Acaricides in Honey-Based Products	analytical limits method linear range solution quality products protect 
2016-06-01	Food for pollinators: Quantifying the nectar and pollen resources of urban flower meadows	pollen flower species mixes resource seed nectar resources per 
2016-05-31	Non-cultivated plants present a season-long route of pesticide exposure for honey bees	pollen neonicotinoid foraging plants pyrethroid pollinator levels exposure used 
2016-05-07	MelissAR: Towards augmented visual analytics of honey bee behaviour	based support system effective design implementation relevant reality behaviour 
2016-05-01	The status of honey bee health in Italy: Results from the nationwide bee monitoring network	colony mortality health samples hive land paralysis second positively 
2016-05-01	Weakness and collapse of bee colonies in Brazil: Are there cases of CCD?	collapse pathogens recorded colonies pesticides associated causes possible mainly 
2016-05-01	Chronic toxicity and physiological changes induced in the honey bee by the exposure to fipronil and Bacillus thuringiensis spores alone or combined	physiological enzyme effects bacterial phosphate feeding spores may chemical 
2016-05-01	Acute exposure to selenium disrupts associative conditioning and long-term memory recall in honey bees (Apis mellifera)	selenium sublethal memory exposure learning conditioning ability recall form 
2016-05-01	A toolbox for quantitative gene expression in varroa destructor: RNA degradation in field samples and systematic analysis of reference gene stability	gene genes expression stable high studies reference chain quality 
2016-05-01	Natural Varroa mite-surviving Apis mellifera honeybee populations	populations destructor mite survival wild mellifera explanations threat mites 
2016-05-01	Disease dynamics of honeybees with Varroa destructor as parasite and virus vector	virus mites effects population parasitic brood infections mathematical adult 
2016-05-01	Multiyear survey targeting disease incidence in US honey bees	disease paralysis destructor virus across prevalence loads positive pest 
2016-05-01	Modulation of pesticide response in honeybees	environmental conditions variability pesticide response assessment physiological risk factors 
2018-02-15	A 3-year survey of Italian honey bee-collected pollen reveals widespread contamination by agricultural pesticides	samples pesticide environmental pesticides higher health pollen level positive 
2018-02-14	Study of the metatranscriptome of eight social and solitary wild bee species reveals novel viruses and bee parasites	viruses including wild virus species stranded discovered solitary high 
2018-02-08	Short-Term Exposure to Lambda-Cyhalothrin Negatively Affects the Survival and Memory-Related Characteristics of Worker Bees Apis mellifera	
2018-02-08	Effects of neonicotinoid imidacloprid exposure on bumble bee (Hymenoptera: Apidae) queen survival and nest initiation	nest bumble queen may queens exposure reduced survival wild 
2018-02-01	The immunological dependence of plant-feeding animals on their host’s medical properties may explain part of honey bee colony losses	plants properties dependence plant secondary may also declines medicinal 
2018-02-01	Nosema ceranae disease of the honey bee (Apis mellifera)	ceranae pathology infection observations well effects individual health thought 
2018-02-01	Specialty oilseed crops provide an abundant source of pollen for pollinators and beneficial insects	pollen oilseed beneficial crops production alternative potentially values insects 
2018-02-01	Reproduction of parasitic mites Varroa destructor in original and new honeybee hosts	host mite reproduction brood new lack original infestations trait 
2018-02-01	Characterization of gut bacterial flora of Apis mellifera from north-west Pakistan	gut bacteria bacterial beneficial isolates microbiota study three members 
2018-02-01	Stress decreases pollen foraging performance in honeybees	foraging pollen reduced higher behaviour nectar flight metabolic brain 
2018-02-01	From field to food—will pesticide-contaminated pollen diet lead to a contamination of royal jelly?	used low queen pesticides concentrations fed contamination impair seems 
2018-02-01	Genomes of the Hymenoptera	genomes represent sequenced needed genome sequencing progress least assembly 
2018-01-15	Classical and geometric morphometric methods reveal differences between specimens of Varroa destructor (Mesostigmata: Varroidae) from seven provinces of Iran	morphometric geometric used specimens analysis length difference including located 
2018-01-07	Nutritional Physiology and Ecology of Honey Bees	food colony pollen specific queen stored also feed growing 
2018-01-02	Determining the minimum number of pollen grains needed for accurate honey bee (Apis mellifera) colony pollen pellet analysis	pollen floral taxa taxonomic found number three count grains 
2018-01-01	Using colony monitoring devices to evaluate the impacts of land use and nutritional value of forage on honey bee health	colony growing devices health two scales used weight pollen 
2018-01-01	Lactobacillus kunkeei strains decreased the infection by honey bee pathogens Paenibacillus larvae and Nosema ceranae	larvae ceranae improve effect infected adult mixture beneficial genes 
2018-01-01	Lethal effects of Cr(III) alone and in combination with propiconazole and clothianidin in honey bees	heavy propiconazole low mellifera agricultural pesticides clothianidin urban toxicity 
2018-01-01	Epormenis cestri secretions in Sebastiania schottiana trees cause mass death of honey bee Apis mellifera larvae in Uruguay	larvae nectar mortality affected secretions larval located healthy abundant 
2018-01-01	The impact of selected pesticides on honey bees	pesticides plant elements presence study protection survival tested concentration 
2018-01-01	Primary data in pollination services mapping: potential service provision by honey bees (Apis mellifera) in Cumberland and Colchester, Nova Scotia	ecosystem model data services using resource field utilized mapping 
2018-01-01	Honey yield of different commercial apiaries treated with Lactobacillus salivarius A3iob, a new bee-probiotic strain	hives treated higher main yield fed impact cells three 
2018-01-01	Honey bee (Apis mellifera) nurses do not consume pollens based on their nutritional quality	nutritional pollens nurses pollen protein diets liquid prefer three 
2018-01-01	Mitigating effects of pollen during paraquat exposure on gene expression and pathogen prevalence in Apis mellifera L	gene pollen oxidative well effects mitigating survival genes pathogen 
2018-01-01	Effect of pollen extract supplementation on the varroatosis tolerance of honey bee (Apis mellifera) larvae reared in vitro	tolerance pollen loss weight development larval effect supplementation complete 
2018-01-01	The first report of the prevalence of Nosema ceranae in Bulgaria	ceranae apis species parts polymerase dominant results chain samples 
2018-01-01	Decline of bumble bees in northeastern North America, with special focus on Bombus terricola	conservation species severe population decline found regions records may 
2018-01-01	Comparative chronic toxicity of three neonicotinoids on New Zealand packaged honey bees	size weight area population colony detect environmental neonicotinoids commonly 
2018-01-01	Impact of beneficial bacteria supplementation on the gut microbiota, colony development and productivity of Apis mellifera L.	gut generation therapeutic lactobacilli electrophoresis week economic investigated frames 
2018-01-01	COREMIC: A web-tool to search for a niche associated CORE MICrobiome	related across using diverse used identify core set available 
