2016-06-15	Why do Varroa mites prefer nurse bees?	mites host mite nurses preference show adapted also determined 
2016-06-01	B+WSN: Smart beehive with preliminary decision tree analysis for agriculture and honey bee health monitoring	data algorithm beehive classification parameters sensor important biological decision 
2016-06-01	Sucrose sensitivity of honey bees is differently affected by dietary protein and a neonicotinoid pesticide	protein sucrose drug thiamethoxam food effects carbohydrate colony unbalanced 
2016-06-01	Specific immune stimulation by endogenous bacteria in honey bees (Hymenoptera: Apidae)	bacteria immune associated strains immunomodulatory potential species environmental endogenous 
2016-06-01	Sperm viability and gene expression in honey bee queens (Apis mellifera) following exposure to the neonicotinoid insecticide imidacloprid and the organophosphate acaricide coumaphos	expression doses queens viability day compounds coumaphos genes chemical 
2016-06-01	Selective Behaviour of Honeybees in Acquiring European Propolis Plant Precursors	resins bud antimicrobial black sources species selective plant resin 
2016-06-01	Honeybees produce millimolar concentrations of non-neuronal acetylcholine for breeding: Possible adverse effects of neonicotinoids	brood food neonicotinoids larval gland concentrations content survival well 
2016-06-01	Varroa destructor and viruses association in honey bee colonies under different climatic conditions	colonies virus treatment subtropical climate received temperate infestation four 
2016-06-01	Isoform-specific modulation of the chemical sensitivity of conserved TRPA1 channel in the major honeybee ectoparasitic mite, Tropilaelaps mercedesae	channel mercedesae one two activated compounds chemical arthropod ectoparasitic 
2016-06-01	Rapid and Reliable Method for Analyzing Acaricides in Honey-Based Products	analytical products range limits solution standard method calibration gas 
2016-06-01	Food for pollinators: Quantifying the nectar and pollen resources of urban flower meadows	pollen resource mixes seed flower per resources species nectar 
2016-05-31	Non-cultivated plants present a season-long route of pesticide exposure for honey bees	pollen neonicotinoid foraging insecticides growing levels exposure used plants 
2016-05-07	MelissAR: Towards augmented visual analytics of honey bee behaviour	based system design effective implementation reality relevant support populations 
2016-05-01	The status of honey bee health in Italy: Results from the nationwide bee monitoring network	colony health mortality land samples hive network monitoring seasonal 
2016-05-01	Weakness and collapse of bee colonies in Brazil: Are there cases of CCD?	collapse colonies studies pathogens causes possible recorded mainly pesticides 
2016-05-01	Chronic toxicity and physiological changes induced in the honey bee by the exposure to fipronil and Bacillus thuringiensis spores alone or combined	physiological enzyme effects bacterial phosphate spores days glucose biological 
2016-05-01	Acute exposure to selenium disrupts associative conditioning and long-term memory recall in honey bees (Apis mellifera)	selenium sublethal exposure memory conditioning learning form ability recall 
2016-05-01	A toolbox for quantitative gene expression in varroa destructor: RNA degradation in field samples and systematic analysis of reference gene stability	gene genes expression quality stable studies chain reference high 
2016-05-01	Natural Varroa mite-surviving Apis mellifera honeybee populations	populations destructor mite survival wild around mellifera mites pest 
2016-05-01	Disease dynamics of honeybees with Varroa destructor as parasite and virus vector	virus mites parasitic effects phoretic brood adult reproductive population 
2016-05-01	Multiyear survey targeting disease incidence in US honey bees	disease paralysis destructor virus across positive prevalence loads eight 
2016-05-01	Modulation of pesticide response in honeybees	response variability environmental risk factors assessment conditions health physiological 
2018-02-15	A 3-year survey of Italian honey bee-collected pollen reveals widespread contamination by agricultural pesticides	pesticide samples environmental pesticides higher pollen insecticide least dietary 
2018-02-14	Study of the metatranscriptome of eight social and solitary wild bee species reveals novel viruses and bee parasites	viruses species wild including virus plant sequencing high associated 
2018-02-08	Short-Term Exposure to Lambda-Cyhalothrin Negatively Affects the Survival and Memory-Related Characteristics of Worker Bees Apis mellifera	
2018-02-08	Effects of neonicotinoid imidacloprid exposure on bumble bee (Hymenoptera: Apidae) queen survival and nest initiation	queen may nest queens bumble become imidacloprid survival study 
2018-02-01	The immunological dependence of plant-feeding animals on their host’s medical properties may explain part of honey bee colony losses	properties also declines may plant secondary colony dependence medicinal 
2018-02-01	Nosema ceranae disease of the honey bee (Apis mellifera)	ceranae observations pathology effects poor research thought well showing 
2018-02-01	Specialty oilseed crops provide an abundant source of pollen for pollinators and beneficial insects	oilseed pollen crops production beneficial oilseeds alternative produce potentially 
2018-02-01	Reproduction of parasitic mites Varroa destructor in original and new honeybee hosts	host mite reproduction hosts due new original trait lack 
2018-02-01	Characterization of gut bacterial flora of Apis mellifera from north-west Pakistan	gut bacterial beneficial isolates microbiota bacteria report several study 
2018-02-01	Stress decreases pollen foraging performance in honeybees	foraging pollen metabolic behaviour reduced nectar flight higher octopamine 
2018-02-01	From field to food—will pesticide-contaminated pollen diet lead to a contamination of royal jelly?	pesticides used queen contamination low fed concentrations jelly reasons 
2018-02-01	Genomes of the Hymenoptera	genomes least needed sequencing assembly sequenced genome progress represent 
2018-01-15	Classical and geometric morphometric methods reveal differences between specimens of Varroa destructor (Mesostigmata: Varroidae) from seven provinces of Iran	morphometric geometric specimens used analysis length six methods located 
2018-01-07	Nutritional Physiology and Ecology of Honey Bees	pollen colony food jelly around colonies feed growing shows 
2018-01-02	Determining the minimum number of pollen grains needed for accurate honey bee (Apis mellifera) colony pollen pellet analysis	pollen floral taxa taxonomic found three count grains minor 
2018-01-01	Using colony monitoring devices to evaluate the impacts of land use and nutritional value of forage on honey bee health	colony weight growing health two pollen used devices scales 
2018-01-01	Lactobacillus kunkeei strains decreased the infection by honey bee pathogens Paenibacillus larvae and Nosema ceranae	larvae ceranae improve beneficial adult mixture effect infected infectious 
2018-01-01	Lethal effects of Cr(III) alone and in combination with propiconazole and clothianidin in honey bees	clothianidin heavy propiconazole combination mellifera antagonistic toxicity low agricultural 
2018-01-01	Epormenis cestri secretions in Sebastiania schottiana trees cause mass death of honey bee Apis mellifera larvae in Uruguay	nectar larvae mortality secretions affected abundant located healthy colony 
2018-01-01	The impact of selected pesticides on honey bees	pesticides plant elements tested presence study survival concentration impact 
2018-01-01	Primary data in pollination services mapping: potential service provision by honey bees (Apis mellifera) in Cumberland and Colchester, Nova Scotia	model ecosystem data field services utilized using resource pollination 
2018-01-01	Honey yield of different commercial apiaries treated with Lactobacillus salivarius A3iob, a new bee-probiotic strain	hives treated higher main yield fed impact administered another 
2018-01-01	Honey bee (Apis mellifera) nurses do not consume pollens based on their nutritional quality	nutritional pollens nurses protein pollen different prefer diets liquid 
2018-01-01	Mitigating effects of pollen during paraquat exposure on gene expression and pathogen prevalence in Apis mellifera L	gene pollen oxidative well effects survival genes reported pathogen 
