Label,weight
nuclear dna, 3
brood reduction, 2
paenibacillus larvae larvae, 2
pyrethroid insecticide, 2
waxes, 2
pcr, 2
worker reproduction, 2
anthesis, 2
introgression, 2
citrullus lanatus, 2
hydrocarbon, 2
microspora, 2
sampling, 2
self- organization, 2
patriline, 2
azole fungicide, 2
microsporidia, 1
worker laying, 1
trigona fulviventris, 1
electrophysiology, 1
osmia, 1
qcm quartz crystal microbalance, 1
intergradation, 1
population model, 1
proteinases, 1
superorganism, 1
cdna, 1
acetamiprid, 1
national park management, 1
floral scents, 1
ethanolic extract, 1
buckwheat honey, 1
muscarinic antagonists, 1
dna sequence, 1
acacia auriculiformis, 1
wind velocity, 1
antennal sensilla, 1
sperm usage, 1
applied systematics, 1
protocerebral lobe, 1
hive-entrance devices, 1
co1 gene sequence, 1
number of larvae, 1
is impedance spectroscopy, 1
honeybee classification, 1
swarm traps, 1
marking bees, 1
cryopreservation, 1
leafcutter bee, 1
self-organization, 1
protein diet, 1
basitarsus, 1
gene, 1
transwitching, 1
mobility, 1
foraging strategies, 1
sicily, 1
neonicotinoids, 1
papua new guinea, 1
individual-oriented model, 1
comb, 1
hedgerow, 1
gene family, 1
apis mellifera adanansonii, 1
acacia hybrid, 1
neurobiology, 1
mtdna sequence, 1
african honey bees, 1
brdu, 1
baccliaris, 1
polarised cells, 1
pattern perception, 1
foraging conditions, 1
antennae, 1
radiochemical assay, 1
embryo size, 1
trap-combs, 1
opportunity costs, 1
foraging pause, 1
button sage honey, 1
a.m. capensis, 1
population structure, 1
control, 1
visitation rates, 1
information, 1
paenibacillus larvaesubsp, 1
afb, 1
aldehyde, 1
proteinase inhibitors, 1
biopsy, 1
vespula maculifrons, 1
pyrus communis, 1
residues, 1
baris coerulescens, 1
pollen removal, 1
introduced species, 1
inter-host transfer, 1
elongation, 1
oilseed summer rape, 1
age distribution, 1
cuticular melanization, 1
neurospora, 1
sugar preferences, 1
baiting, 1
gpdh, 1
minerals, 1
bee monitoring, 1
stellaria media, 1
norway, 1
thiol proteases, 1
insect organ culture, 1
alternative splicing, 1
acacia mangium, 1
nuclear transplantation, 1
blue-sensitive opsin, 1
pollen loads, 1
feature-negative, 1
trap nests, 1
harvesting interval, 1
fluid flow, 1
gc- ms, 1
frequency, 1
balling behaviour, 1
anarchy, 1
3-pyridylmethylamines, 1
flower density, 1
paenibacillus larvae subsp. larvae, 1
ecg, 1
diterpenes, 1
decision-making, 1
ultraviolet- sensitive opsin, 1
intron/exon evolution, 1
insect-pathogenic fungus, 1
brood nest, 1
language, 1
phosphagen kinase, 1
nicotinic acetylcholine receptor, 1
ceutorynchus assimilis, 1
golgi complex, 1
social hymenoptera, 1
hexamerin, 1
gut proteases, 1
antioxidant content, 1
ascorbic acid, 1
phenoloxidase, 1
nomia melanderi, 1
fruit weight, 1
hind leg, 1
muscles, 1
paenibacillus, 1
enterprise budgets, 1
xylose, 1
beelining, 1
wet tropics of australia, 1
cinnamic acid, 1
bioaccumulation, 1
population, 1
eye-colour mutant, 1
prenyl cinnamic acid, 1
odour mixtures, 1
fertilisation, 1
ampullacea, 1
incubation period, 1
decentralized control, 1
neurochemistry, 1
pollen richness, 1
osmia cornuta latr., 1
morphological characteristics, 1
reverse transcription, 1
transcription, 1
conspecific neighbours, 1
nicotinoids, 1
native bees, 1
need-based control, 1
primer pheromones, 1
germany, 1
division of risk, 1
mangrove, 1
neurite growth, 1
protein expression, 1
embryo cloning, 1
11-diphenyl-3-picrylhydrazyl, 1
biochemical identification, 1
apis mellifera cornica, 1
ovary development, 1
scout bee, 1
leaf anatomy, 1
solid-supported lipid bilayers, 1
trigona fuscipennis, 1
receptive fields, 1
collective foraging, 1
potato protease inhibitors, 1
proportion of non-sibling matings, 1
memory phases, 1
green contrast, 1
