Label,weight
genotype-environment interactions experiment, 4
n-alkanes, 2
social wasp, 2
atp, 2
glyphosate, 2
varrosis, 2
dge, 2
biological databases, 2
adp, 2
amp, 2
nutritional homeostasis, 2
doublesex, 2
flight energy, 1
flowering synchronicity, 1
buzz pollinators, 1
connectance, 1
spatialworker distribution, 1
commercial glucose, 1
environmental conditions, 1
dioxins, 1
physicochemical, 1
dorylus quadratus, 1
mite abundance, 1
integrative zoology, 1
ribosomal small subunit, 1
drupanin, 1
climate conditions, 1
worker rearing, 1
reconcentration, 1
pseudomonas syringae pv. actinidiae, 1
brazilian red propolis, 1
astigmatina, 1
e-beta ocimine, 1
taqman assay, 1
apis mellifera filamentous virus, 1
breathing, 1
cajanus cajan, 1
dorsal ventral, 1
chronic morphine, 1
mastocytosis in the skin, 1
neonatal, 1
histone acetylation, 1
ubiquitin proteasome system, 1
dna content, 1
cytotoxic activity, 1
heterozygosity-fitness correlations, 1
indian mustard, 1
dietary supplements food composition, 1
monkshood, 1
ornamental plants, 1
insecticidal fusion proteins, 1
shock, 1
deciduous forests, 1
visitation intensity, 1
brood ester pheromone, 1
wasp venom/therapeutic use, 1
temporal survey, 1
potentilla reptans var. sericophylla, 1
centaurea montana, 1
coprinus cinereus, 1
optical lobes, 1
10-hda, 1
caste switching, 1
chaco province, 1
native pollinator, 1
maternal heterochrony, 1
ligustica, 1
spherical treadmill, 1
liquid nitrogen, 1
epigallocatechin-3-gallate, 1
cooperative brood care, 1
cost benefit, 1
visit density, 1
inhibitor cysteine knot fold, 1
nesochernes gracilis, 1
box hive, 1
extracted honey, 1
moericke traps, 1
mlst, 1
insecticide toxicology, 1
male phase, 1
ecological zones, 1
insecticidal toxin, 1
omega 6, 1
bioactive natural compound, 1
omega 3, 1
diet consumption, 1
nurse, 1
elongase, 1
public, 1
daphnia pulex, 1
oil-seed rape, 1
thermal stability, 1
ion-trap mass spectrometry, 1
behavioral genomics, 1
dune slacks, 1
socio-economic, 1
annual rhythms, 1
mule, 1
hydrazide chemistry, 1
gut contractions, 1
insertion-deletion, 1
kinome, 1
social insect transgene, 1
network analysis, 1
physical-chemical parameters, 1
inactivated ovaries, 1
comparative biology, 1
precursor, 1
visual tracking, 1
classical wing morphometry, 1
genetic modification, 1
short neuropeptide f, 1
nurse feeding program, 1
ergonomic requirements, 1
pests of honeybees, 1
radical oxygen species, 1
apis mellifera persica, 1
nannotrigona perilampoides, 1
foraging area, 1
protection goals, 1
reproductive altruism, 1
serotype, 1
apivar, 1
arecaceae, 1
spodoptera frugiperda, 1
recurrent inhibition, 1
slow freezing, 1
pollination network, 1
food supplement, 1
correlated evolution, 1
anti-inflammatory effect, 1
crop-emptying rate, 1
hedera helix, 1
double-low lines, 1
thermal treatment, 1
risk management, 1
microbiological quality, 1
kinematics, 1
lactobacillus acidophilus, 1
ulmo, 1
taxonomically restricted genes, 1
shimmering waves, 1
intake array, 1
actinidia spp, 1
lawns, 1
epilobee, 1
interspecific flower density, 1
hybrid energy system, 1
methylxanthine, 1
interspecific mating, 1
wildlife friendly gardening, 1
chelifers, 1
differentially expressed gene, 1
honey bee repellent, 1
management practices, 1
brown plant-hopper, 1
co-citation network, 1
hawaiian propolis, 1
rice, 1
feral bee, 1
systematic surveillance, 1
alcoholism, 1
entomophagy, 1
interspecies competition, 1
botanical extract, 1
bee-keeping, 1
exhoneybees, 1
food delivery, 1
inhibitor, 1
coenzyme q10, 1
rainbow trout, 1
cancer invasion, 1
telomerase, 1
ach, 1
warburg effect, 1
bee extractions, 1
currency, 1
flower life-span, 1
commensals, 1
behavioural cues, 1
nest intruders, 1
endangered honey bee subspecies, 1
afm, 1
genetic hotspot, 1
recovery, 1
assir region, 1
gut microbiota, 1
sida rhombifolia, 1
human envenomation, 1
yucca moth, 1
chemical, 1
lamp, 1
behavioural inertia, 1
capture-mark-recapture, 1
southeast australia, 1
centipede grass, 1
ferromagnetic resonance, 1
conditioned reflex, 1
dolichovespula, 1
iranian propolis, 1
plant oil, 1
quantitative proteomics, 1
ndufs7b, 1
combinatorial peptide ligand library, 1
apis mellifera siciliana, 1
infrared spectroscopy, 1
ectopic expression, 1
hovering performance, 1
mushroom body extrinsic neurons, 1
light morphology, 1
fak, 1
nutritive value of pollen, 1
giant asian honeybee, 1
forewing, 1
pct neurons, 1
natural colony in piedmont (italy), 1
sandbox, 1
brain metabolism, 1
disease spread, 1
mycosis, 1
hfc, 1
zoopharmacognosy, 1
insect visitation rates, 1
beekeeping management, 1
female phase, 1
belozem, 1
vespoidea, 1
tamarix chinensis, 1
eavesdropping, 1
honey bee colony losses, 1
stability clove, 1
photo voltaic cells, 1
rpb1, 1
growth rates, 1
non apis bees, 1
european union, 1
accaif3, 1
hylaeus spp., 1
yemeni honey bee, 1
5-hydroxymethylfurfural, 1
tropical fruit, 1
urban gardens, 1
fall and spring, 1
allium sativum, 1
flower scent, 1
view-based navigation, 1
nursing activity, 1
water channels, 1
aphids, 1
radio frequency identification, 1
ion transporter, 1
stable isotopes, 1
hypopharyngeal gland activity, 1
transgene escape, 1
spatial pca, 1
head development, 1
larvae susceptibility, 1
food spoilage organisms, 1
desaturase, 1
bee frequency of visits, 1
ecological environment, 1
fibropapilloma, 1
developmental programming, 1
gut enzymes, 1
bees fallen as debris, 1
rt-pcr analyses, 1
reproductive acquiescence, 1
infected wounds and healing, 1
facultative parasitoid, 1
myrmica rubra, 1
dark combs, 1
attractive index (ai), 1
growth performance, 1
behavioral profiles, 1
unsynergized pyrethroid, 1
beta carbonic anhydrase, 1
zingiber officinale, 1
short chain fatty acids, 1
colony damages, 1
kinotype, 1
winter bee losses, 1
honeybee venom allergy, 1
host-induced plant volatiles, 1
nosema spp. detection, 1
magnetic orientation, 1
carahue, 1
arthropod-virus interactions, 1
ritualized aggression, 1
pollination strategy, 1
large cardamom and pollinator, 1
sensor, 1
non reproduction, 1
single-trial learning, 1
zinc finger, 1
honey based therapy, 1
signaling pathway, 1
hematopoietic stem and progenitor cells, 1
aquatic toxicity, 1
antioxidative properties, 1
isotopic fractionation, 1
nutritional ecology, 1
mycorrhiza, 1
foraging time, 1
immunologic/methods, 1
terrestrial toxicity, 1
eremochloa ophiuroides, 1
allowable loss of power supply probability, 1
conservation islands, 1
danaus, 1
wing morphology ecotypes, 1
egg-laying rate, 1
geometry, 1
population discrimination, 1
bees with deformed wings, 1
dialysis, 1
issue 91, 1
botanical pesticide, 1
odor source search, 1
disease ecology, 1
