Label,weight
braconidae, 3
brood area, 3
honey bee brain, 3
pest control, 3
fruit, 3
queen weight, 3
apis mellifera iberiensis, 3
frieseomelitta varia, 2
centris, 2
dna methylation, 2
wing venation, 2
juvenile hormone esterase, 2
british isles, 2
piggybac, 2
buzz-run, 2
bee introduction, 2
biomarker, 2
mango, 2
parasitoid, 2
lc50, 2
qsar, 2
dark european honey bee, 2
dilute nectar, 2
queen balling, 2
volatile attraction, 2
flower blossoms, 2
biological invasions, 2
beryllium toxicity, 2
transposition assay, 2
honey-bee mating optimization, 2
gaba, 2
neuro-immunity, 2
falkland islands, 2
cbpv, 2
colony losses, 2
variability, 2
beetle trapping, 2
polyphenism, 2
combined therapy, 2
haplotypes, 2
chilean honey, 2
fireweed, 2
kodamaea ohmeri, 2
apicultural value, 2
xhol, 2
bassia latifolia, 2
integration, 2
dral, 2
ethanol sensitivity, 2
legume pollination, 2
emerging diseases, 2
mahua flower syrup, 2
hygienic, 2
shook-swarm, 1
early olfactory experiences, 1
honey-bees, 1
abis, 1
animal venoms, 1
sociochemicals, 1
genomic and antigenomic rna detection, 1
bac-to-bac/bmnpv baculovirus expression system, 1
scarabaeidae, 1
codon optimization, 1
single cell gel electrophoresis assay, 1
genetic program, 1
floral changes, 1
host shift, 1
group-level recognition, 1
autogamy, 1
blossom period, 1
2-de, 1
megachille sp., 1
risk-sensitive behaviour, 1
nuclear genes, 1
ld 50, 1
hyaluronan, 1
cell-heating bees, 1
compost, 1
ultramorphology, 1
monoterpenoid acids, 1
pollinator performance, 1
himalaya, 1
braula, 1
cyclodextrin, 1
high performance liquid chromatography, 1
envenomation, 1
tamarix ramosissima, 1
complex adaptive systems, 1
serology, 1
body surface proteolysis, 1
medical diagnosis, 1
bridging phenotype, 1
anolis carolinensis, 1
blossom protect, 1
yield prediction, 1
bistable pigments, 1
neuronal plasticity, 1
evolutionary lineages, 1
insect resources, 1
hyalomma lusitanicum, 1
gelsemine, 1
thorax vibration, 1
honey characterization, 1
radial distribution function, 1
foraging activation, 1
applied entomology, 1
acid digestion, 1
muscarinic receptor, 1
physicochemical composition, 1
vivipary, 1
natural treatments, 1
pollination efficiency index, 1
additional salts of cymiazole, 1
contact networks, 1
himachal pradesh, 1
genetically modified organisms (gmo), 1
ouabain, 1
venom apparatus, 1
ceriops decandra, 1
recency, 1
adaptive response, 1
gc-ftir, 1
airborne sound, 1
mouse fast- and slow-twitch muscles, 1
hive weight, 1
myricetin, 1
single-drone insemination, 1
index, 1
virus evolution, 1
molneuro, 1
accreditation, 1
shaking technique, 1
sec-insertion machinery, 1
forest pest, 1
swarm cognition, 1
brood heating, 1
population performance, 1
incidents, 1
prey-predator contest, 1
animal cognition, 1
male reproductive function, 1
artemisia ketone, 1
phylogenetic conservation, 1
ctenioschelus, 1
c-ros, 1
strain ps86q3, 1
honeybee-collected pollen lump extract (hple), 1
securidaca longepedunculata, 1
balancing selection, 1
selenocysteine, 1
groups, 1
arge rosae, 1
antioxidant status, 1
rosaceae, 1
peripheral blood human lymphocytes, 1
queen drifting, 1
ultraviolet light, 1
chrysanthemum morifolium, 1
quantitative real-time rt-pcr, 1
normal growth, 1
organic farming, 1
food safety, 1
mon 810, 1
"surf excel" detergent, 1
heteroptera, 1
biochemical alterations, 1
recombinant biotechnology, 1
demetra, 1
fertility signals, 1
ipa, 1
fusarium oxysporum f. sp. niveum, 1
hormone mimic, 1
whole genome sequence, 1
standard morphometry, 1
anisomycin, 1
gel-based approach, 1
vitellogenin receptor, 1
conditioned learning, 1
functional organization, 1
low mortality, 1
g-protein coupled receptor, 1
housekeeping genes, 1
physicochemical characterization, 1
ultra-rapid real-time pcr, 1
metrosideros polymorpha, 1
nano lc ms/ms, 1
cell proliferation, 1
interference competition, 1
extracellular production, 1
celestial compass, 1
tactile conditioning, 1
mirna, 1
functional constraint, 1
multiple hydropower reservoirs, 1
cytochrome oxidase 1, 1
camphene, 1
real-time pcr detection, 1
anacardic acid, 1
est library, 1
electrical stimulation, 1
age of honeybee queen, 1
cold adaptation, 1
primer set, 1
cymbidium goeringii, 1
standartization, 1
yellow proteins, 1
effort, 1
nypa, 1
red color vision, 1
fenology, 1
signal transmission, 1
carniolan bee, 1
ventricular fibrillation, 1
social interactions, 1
self-sacrifice, 1
guards, 1
cryptonephridial complex, 1
package nuclei, 1
harbourage, 1
thick-headed flies, 1
sensory evaluation panel, 1
food/fruit juices, 1
visual pigments, 1
distribution patterns, 1
transmission dynamics, 1
synteny, 1
interspecific communication, 1
combinatorial coding, 1
reach, 1
biogenesis, 1
ornamental insect, 1
mixture, 1
dispersal, 1
immune-neural interactions, 1
afb diagnosis, 1
tuned-error-hypothesis, 1
forest fragmentation, 1
embryonic diapause, 1
counting, 1
offspring, 1
migration dance, 1
humoral immune response, 1
docking, 1
colony condition, 1
floral biomass, 1
brazilian legislation, 1
subspcies, 1
ectrichodiinae, 1
guava entomophily, 1
7-octen-1-ylacetate, 1
trophocytes, 1
forelius pusillus, 1
silk protein, 1
pollen quantity and quality limitation, 1
hox, 1
scopolamine, 1
dna damage, 1
stress physiology, 1
corbicular pollen, 1
desert conditions, 1
dominancy, 1
debye-waller factor, 1
lag, 1
proteomics analysis, 1
treatments, 1
social functions, 1
new animal model system, 1
diabrotica virgifera, 1
microexon, 1
temperate, 1
ovarian stage, 1
instrumental insemination of queen bees, 1
diprion pini, 1
decentralised decision-making, 1
ecological restoration, 1
ftz-f1, 1
centris sp., 1
habitat management, 1
manganese, 1
ecotoxicity, 1
gilpinia hercyniae, 1
sex hormone, 1
pharaoh's ant, 1
pheidole megacephala, 1
visual spectral sensitivity, 1
nesting, 1
patagonian honey, 1
tomentum., 1
muscle physiology, 1
bride of sevenless, 1
venereal transmission, 1
insect hormones, 1
insight, 1
structural dynamics, 1
crop contents, 1
dmt1, 1
signaling pathways, 1
caste and size polymorphism, 1
toll-like receptor, 1
non-convex, 1
dirtiness, 1
difference, 1
membrane protein, 1
chlorpyrifos, 1
orb web spider, 1
headspace volatiles, 1
farming system, 1
recruitment dances, 1
insects as food, 1
subsurface, 1
olfactory memory, 1
basal oocyte, 1
pca, 1
pvc strips, 1
morphometrical study, 1
nuclear receptor, 1
chestnut tree, 1
farm-wide yield, 1
seed purity, 1
xylocopa (koptortosoma) ogasawarensis, 1
geopropolis, 1
pollen calendar, 1
orphan workers, 1
bee nuclei, 1
extrafloral nectaries, 1
self-compatibility and distribution, 1
lateralization, 1
melia azedarach, 1
grevillea macleayana, 1
colony relatedness, 1
bt cotton, 1
pathogen characteristic, 1
tick biocontrol, 1
reward uncertainty, 1
centralized control, 1
chloride channel, 1
nymphaea ampla, 1
real time pcr, 1
in-transit swarm, 1
endocrine disruption, 1
corpus luteus, 1
cerebral ganglion, 1
triteleia laxa, 1
productivity honey quality, 1
multiplex-pcr, 1
native pollinators, 1
control quality, 1
behavioral maturation, 1
pieridae, 1
storage temperature, 1
10-hydroxy-2- decenoic acid, 1
rootstocks, 1
flower-visiting insects, 1
plant disease, 1
memory retrieval, 1
real time rt-pcr, 1
microrna (mirna), 1
circadian, 1
pair distribution function, 1
refuge trap, 1
acoustic communication, 1
hive, 1
silk glands, 1
protea, 1
citrus fruit essential oils, 1
sugar response, 1
artificial feeding conditions, 1
network, 1
organic treatment, 1
reproductive organs, 1
skyline, 1
xylocopa suspecta, 1
environmental effects, 1
rapd-pcr, 1
hch, 1
dry-forest, 1
pollen pellets, 1
caveolin, 1
melanopsin, 1
delayed recruitment, 1
variant, 1
subspecies discrimination, 1
tert-butyl hydroperoxide, 1
wedelia glauca, 1
savannah area, 1
cognitive map, 1
nectarivorous yeasts, 1
mantel test, 1
benign prostatic hyperplasia (bph), 1
glucl, 1
airflow, 1
near intron pair (nip), 1
non-coding rna, 1
sustainable development, 1
host-parasite interrelation, 1
ish, 1
honey bee virus, 1
pre-mirna, 1
satureja odora, 1
fc immunoglobulin e receptor, 1
apis mellifera scutellata lepeletier, 1
hechtia schottii, 1
origin, 1
protein diversity, 1
inotocin, 1
intestinal epithelial cells, 1
piping signal, 1
sucrose-response threshold, 1
intron gain, 1
chitin deacetylase, 1
number, 1
chlorinated hydrocarbons, 1
collective intelligence, 1
sounds, 1
population demographics, 1
cleaning rate, 1
ranunculaceae, 1
honey adulteration, 1
hek cell, 1
fmr, 1
extension functionaries, 1
short-sighted selection, 1
lethal toxin neutralizing factor, 1
decorations, 1
caterpillars, 1
bromeliaceae, 1
pleistocene colonization waves, 1
alfalfa leafcutting bee, 1
potassium channels blockers, 1
antihypertensive, 1
honey export, 1
physiological aspect, 1
animal signals, 1
activity rhythm, 1
indirect flight, 1
industrial insect, 1
saicinae, 1
contaminated honey, 1
supplemental diets, 1
canopy biology, 1
epc cell line, 1
per reflex, 1
nicotinic antagonists, 1
sting morphology motor apparatus, 1
glycoprotein hormone, 1
aerobiology, 1
social reproduction, 1
corpus atresicus, 1
magnetic material, 1
ovipositioning, 1
propolis ethanolic extract, 1
forensics, 1
dapit, 1
aas, 1
hail net, 1
ovalbumin, 1
learning in solitary and social bees, 1
sensory coding, 1
nosema spp., 1
freeze-killing, 1
herbal anaesthetics, 1
sound stimulation, 1
design-operation, 1
behavioral assays, 1
artemisia annua, 1
lestrimelitta limao, 1
octadecanoid pathway, 1
recognition system, 1
lba, 1
sucrose-response thresholds, 1
indigenous bee plant, 1
electric stimuli, 1
reverse transcription-polymerase chain reaction, 1
preoviposition, 1
citrus paradisi, 1
ant colony optimization, 1
menthone, 1
melipona fasciculata, 1
coffea arabica, 1
farnesoic acid o-methyl transferase, 1
vrille, 1
life-span, 1
lipophorin receptor, 1
stingless bee pollination, 1
beehive management, 1
chamba, 1
biotic resistance, 1
tribolium castaneum, 1
piperine, 1
gene expression normalization, 1
western blot analysis, 1
feed source, 1
opossum, 1
limonene, 1
western ghats, 1
ligand-gated chloride channels, 1
clearing of the oviducts, 1
pollen spectrum, 1
pulegone, 1
immunosensor, 1
immunomodulatory effect, 1
nuclear factor kappa b, 1
escherichia coli citrobacter freundii, 1
rhus javanica var. chinensis, 1
nmia, 1
microglomerular complexes, 1
diagnostics, 1
non-target-organisms (nto), 1
afterswarm, 1
wnt, 1
injured queens, 1
drone isolation, 1
pollination disruption, 1
piptadenia, 1
outbreeding depression, 1
middle-aged worker, 1
evaporation, 1
adult workers, 1
protease inhibitors, 1
paralytic viruses, 1
winter losses, 1
major and minor elements, 1
thiram, 1
bramble fruits, 1
sensitivity thresholds, 1
sterol-sensing domain, 1
brazilian honey, 1
heterodimer, 1
eristalis spp., 1
primordial germ cells, 1
genetically modified plants, 1
spatial variation, 1
functional divergence, 1
larval diet, 1
melting point, 1
behavioral strategy, 1
apalbumin1, 1
mallophora, 1
denervation, 1
sublethal dosage, 1
bee pollen phenolic extract, 1
tubules, 1
color processing, 1
queen losses, 1
bmp signaling, 1
oenocytes, 1
new records, 1
information collection, 1
shipping queens, 1
geometric morphometrics analysis, 1
homolog-1, 1
cerrado, 1
antiserum, 1
pristiphora abietina, 1
micro-structure, 1
mammalian-type cryptochrome, 1
paracellular permeability enhancer, 1
azinphos-methyl, 1
blue light, 1
cue validity, 1
adaptive evolution, 1
insect-plant interaction, 1
honey major protein, 1
hymenoptera: apidae, 1
17-octadiene, 1
microscopy, 1
formica rufa, 1
reproductive efficiency, 1
virulence factors, 1
kakusei, 1
leucospermum conocarpodendron, 1
automatic identification, 1
syrphid flies, 1
resveratrol, 1
chrysomya spp., 1
mortality rate, 1
sensitivity, 1
okayama, 1
distributional pattern, 1
surface proteolysis, 1
macaranga tanarius, 1
bursa, 1
mellitophilia, 1
cotesia glomerata, 1
worker reproductive parasitism, 1
passive accumulator sigma-2, 1
spore transmission, 1
flower-based territoriality, 1
particle velocity, 1
m. scutellaris, 1
microbiological methods, 1
piercing apparatus, 1
the philippines, 1
rosmarinus officinalis, 1
dose of semen, 1
electrochemical immunoassay, 1
poisonous animals, 1
hemoctye, 1
dark comb, 1
pollinator insect, 1
heat shock, 1
prunella vulgaris, 1
3-hydroxyisobutyrate dehydrogenase, 1
introduced crop pollinators, 1
pteromalus puparum, 1
stenopodainae, 1
red flour beetle, 1
hylaeus, 1
marking technique, 1
differential scanning calorimetry, 1
lower urinary tract symptoms, 1
nectar variability, 1
caveolae, 1
physical properties, 1
leucine-rich repeat, 1
fruit drop, 1
10-hydroxydecanoic acid, 1
baculovirus expression, 1
limb regeneration, 1
activation reaction, 1
extreme polyandry, 1
lamiaceae, 1
maldi-tof/ms, 1
longevity regulation, 1
food location, 1
micro-pcr, 1
selenophosphate synthetase, 1
seedling emergence, 1
pin-killing, 1
uncertainty, 1
honey loss, 1
exotic bees, 1
ecotype conservation, 1
rt-pcr detection, 1
microflora, 1
convergent adaptive evolution, 1
landscape mosaic, 1
dead pupae, 1
swallow, 1
antifungal substances, 1
pseudopiptadenia, 1
insect biodiversity, 1
wintering ability, 1
multiresidue, 1
prairie plants, 1
seedling fitness, 1
nucleotide polymorphism, 1
bixa orellana, 1
skeleton photoperiod, 1
robotics, 1
anaesthetic activity, 1
period, 1
community, 1
melipoma bicolar, 1
ritualization, 1
aging plasticity, 1
analytic standards, 1
foraging gene, 1
olfactory information flow, 1
onset of oviposition, 1
genetic drift, 1
insects as medicine, 1
eclosion hormone, 1
multiple virus infection, 1
tiferron, 1
package honey bees, 1
mrna levels, 1
gene evolution, 1
d. melanogaster, 1
vertebrate, 1
tropical, 1
termite, 1
laos, 1
discrimination learning, 1
tropical monsoon forest, 1
pollination value, 1
dalbergia ecastophyllum, 1
antifungal, 1
kakugo-virus, 1
venom proteins, 1
cleptoparasite, 1
genetic conditionings, 1
consumption rate, 1
small fruits, 1
wild pollinators, 1
ldlr, 1
oligolectic foragers, 1
martinique, 1
mct, 1
protection against desiccation, 1
nk cell activity, 1
invasive insect, 1
mla, 1
cumbaru, 1
spatial vision, 1
acceptance strategy, 1
filling of the spermatheca, 1
transgenic maize pollen, 1
cross-correlation, 1
honeyeaters, 1
r&r consensus, 1
optimization, 1
plant-pollinator interaction, 1
flora biology, 1
biodiversity-ecosystem function, 1
west indies, 1
nonstationary, 1
verbena officinalis, 1
honeybee pathology, 1
helleborus foetidus, 1
bqcv, 1
foxp2, 1
mass provisioning, 1
frequency of occurrence, 1
crystal structure, 1
apis mellifera jemenitica, 1
dynamic light scattering, 1
private information, 1
squid, 1
amegilla, 1
chloramphenicol, 1
symphytum officinale, 1
k channel, 1
comparative, 1
critical age, 1
'apis mellifera syriaca', 1
trypanosoma brucei brucei, 1
contingent valuation method, 1
numerical calculation, 1
viral load, 1
queen bee larvae, 1
non-target insect, 1
ovarian ground plan hypothesis, 1
posterior predictive, 1
indian honey bee, 1
intraspecies differences, 1
italian bees, 1
impatiens coelotropis, 1
inventory, 1
genome project, 1
artemisia absinthium, 1
fruit fly (drosophila), 1
colony characteristics, 1
tir domain, 1
flowering period, 1
indigenous beekeeping, 1
read-leaf, 1
2-decenoic acid, 1
global warming, 1
palynological method, 1
euglossini, 1
slovenia, 1
glycan, 1
hidden markov model, 1
activin signaling, 1
native plant, 1
eurep-gap, 1
aloysia polystachya, 1
radioprotectors, 1
cultivar, 1
melaleuca, 1
normalization, 1
developmental gene family evolution, 1
monomorium pharaonis, 1
aromatic recognition, 1
sensory trap, 1
dorsata, 1
mechanical thinning, 1
major royal jelly proteins (mrjps), 1
poland, 1
drug delivery, 1
pollination mechanism, 1
eversion, 1
camphor, 1
attractiveness to bees, 1
wing spot test, 1
replicative senescence, 1
total antioxidant capacity, 1
minus-strand-specific rt-pcr, 1
dichrostachys cinerea, 1
prey capture success, 1
seasonal migration, 1
host plant selection, 1
heritability of hygienic behaviour, 1
patched-related, 1
rest, 1
nectar sugar composition, 1
nanos, 1
haplotype differentiation, 1
adenia gummifera, 1
continent, 1
transmitter receptor, 1
diapause hormone, 1
phenolic compounds antioxidant, 1
mating nucleus hive, 1
apiales, 1
intracellular camp, 1
acetic acid, 1
pollen monitoring, 1
polylectic foragers, 1
weightlessness, 1
cosmetics, 1
relevance, 1
plantago, 1
smart, 1
enterobacteria, 1
adult population, 1
aureobasidium pullulans, 1
amfor foraging gene, 1
olive pollen, 1
labiatae, 1
enterobacter cloacae, 1
chitin, 1
drilling, 1
lytic enzyme, 1
colony number, 1
reproductive division of labour, 1
dead bees, 1
hirsutella, 1
alien predator, 1
learning algorithm, 1
flying swarm, 1
semiartificial diet, 1
discriminatory capacity, 1
alkylthiolation, 1
thermal properties, 1
blackberry, 1
nmda receptor, 1
receptor neurons, 1
willingness to pay, 1
cdna clone, 1
baja california, 1
knapsack spray experiments, 1
queen quality, 1
amfor, 1
reward learning, 1
flower-visiting behaviour, 1
lecanicillium, 1
neric acid derivatives, 1
phenotypic correlation, 1
vitellaria paradoxa, 1
blast search, 1
hygropreference, 1
questionnaire, 1
protein carbonyl, 1
antigenotoxicity, 1
oceanic islands, 1
social information, 1
chemical neuroanatomy, 1
18-cineole, 1
sudan, 1
allyl bromide, 1
lepechinia fori-bunda, 1
pathogenesis, 1
ddt, 1
water distribution system, 1
yellow granule, 1
innovation, 1
plantain, 1
microglomeruli, 1
selenoproteome, 1
pollination web, 1
natural enemies, 1
long-term effects, 1
noise, 1
food miles, 1
morphometric analyses, 1
tilmicosin, 1
atlantic rainforest, 1
winter colony growth, 1
snake, 1
molting uca pugnax, 1
species richness, 1
regional honey, 1
reference genes, 1
nramp-2, 1
sybr green, 1
roundup, 1
airborne pollen, 1
developing countries, 1
national security, 1
collision avoidance, 1
varroa sensitive hygiene, 1
sid-1 gene, 1
brood cycle, 1
endophytes, 1
standardisation of bee products, 1
photovoltaic water pumping system, 1
mimosaceae, 1
flora-fauna-habitate (ffh), 1
color categories, 1
mycoacaricides, 1
block, 1
hissing sound, 1
acceptance, 1
ppg, 1
sucrocide, 1
patrolling, 1
pollen preference, 1
advanced eusociality, 1
morin, 1
winter 2007/2008, 1
guard, 1
carvone, 1
theoretical analysis, 1
mating flights, 1
honey samples, 1
aureobasidium pullulons, 1
l-name, 1
bee honeycomb, 1
panorama, 1
ostrinia furnacalis, 1
immunohistochemical method, 1
ricin, 1
cultivation, 1
hepatocellular carcinoma, 1
predominant pollen, 1
pyrus, 1
model violation, 1
artificial intelligence, 1
coiled-coil, 1
phase response curve, 1
rewarding behaviors, 1
apiculture and wild honey collection, 1
functional properties, 1
capparaceae, 1
real-time rt-pcr, 1
eulaema, 1
ericrocidini, 1
biopesticides, 1
honey bee colony-loss, 1
electrotransformation, 1
molecular ethology, 1
homology modelling, 1
glandless, 1
partitioning, 1
israeli acute paralysis virus (iapv), 1
oligarchy, 1
apis melliferal, 1
geographic subspecies, 1
rehabilitation alternatives, 1
paprika, 1
immunoglobulin e, 1
mentha aquatica, 1
parkinsonia aculeata, 1
hexamerin gene, 1
subset vector autoregressive modelling, 1
nr1 and nr2 subunits, 1
environmental factor, 1
skill acquisition, 1
dance precision, 1
transgenic soybean, 1
bothrops jararacussu venom, 1
context-dependent evaluations, 1
heat of fusion, 1
or83b, 1
myotoxicity, 1
race (rapid amplification of cdna ends), 1
ascosphaera apis inoculating, 1
education, 1
economic value, 1
graft, 1
crop pollination services, 1
8-hydroxyoct-1-ylacetate, 1
melanoma, 1
parametric and nonparametric entrainment, 1
proficiency testing, 1
cppu [1-(2-cloro-4-piridil)-3-fenilurea], 1
grass pollen, 1
unconditioned stimulus, 1
gene cluster, 1
tertiapin, 1
order parameters, 1
proformica longiseta, 1
peponapis pruinosa, 1
biological invasion impact, 1
belvosia bicincta, 1
queen replacement, 1
guanacaste, 1
pilocarpine, 1
matrix metalloproteinases, 1
origanum, 1
comparative morphology, 1
relative humidity, 1
social complexity model, 1
nucleus, 1
recurrent event, 1
ceriops tagal, 1
open areas, 1
trigona spinipes, 1
gene rearrangements, 1
metarhizium, 1
health effects, 1
proboscis, 1
male elimination, 1
xenogamy, 1
trigona biroi, 1
camponotus vagus, 1
polydnovirus, 1
genomic variability, 1
nasa, 1
fst, 1
associated risk, 1
mitochondrial lineages, 1
asiatic honeybee apis cerana, 1
