Label,weight
ops, 3
precision apiculture, 3
proline-rich antimicrobial peptide (pramp), 3
garden flowers, 2
fraxinus, 2
digestive enzyme, 2
alpha-linolenic acid, 2
wireless sensor networks, 2
multiresidue analysis, 2
snp, 2
priority effect, 2
hairs erection, 2
gram-negative bacterium, 2
critical review, 2
treatment effectiveness, 2
wildlife-friendly gardening, 2
dietary supplement, 2
hungary, 2
mouthpart, 2
single nucleotide polymorphisms, 2
switchable wettability, 2
lever mechanism, 2
ovariole, 2
mastoparan, 2
pneumatic drills, 2
functional complementarity, 2
adjuvants, 2
component-resolved diagnosis, 2
dynamic surface, 2
approximate bayesian computation, 2
artificial bee colony algorithm, 2
camber, 1
cytoplasmic incompatibility, 1
coiled-coils, 1
pollinator communities, 1
defensins, 1
xenopus oocytes, 1
burkholderia, 1
cu/zn-sod activity, 1
field efficacy, 1
arsenophonus, 1
survivor population, 1
(6z 9z)-heptadecadiene, 1
chemical acaricides, 1
neurohormones, 1
biotechnological applications, 1
control program, 1
dllme, 1
nest guards, 1
70 kda bacterial heat shock protein dnak, 1
spot synthesis, 1
seasonal changes, 1
electromagnetic radiations, 1
long-term observation, 1
heterotrophic bacteria, 1
laminin, 1
genome sequence honeybees algeria north africa, 1
piwi-interacting small rnas, 1
honey flow period, 1
emasculation, 1
west africa, 1
microsatellite haplotypes, 1
interspecific transmission, 1
wing exposure, 1
anti-ige high dilution, 1
diesel exhaust, 1
avtx-7, 1
odor-mediated behavior, 1
niche specialization, 1
neurological disease, 1
chronic oral exposure, 1
nontarget effects, 1
gut microbe, 1
klebsiella pneumonia, 1
nest competition, 1
floral reflectance, 1
botanic inventory, 1
diuraphis noxia, 1
geranyl flavonoids, 1
plebeia sp., 1
feeding trial, 1
morphometric characters, 1
american foul brood, 1
thioredoxin peroxidasem, 1
plant choice, 1
non-target organisms, 1
beehive temperature monitoring, 1
public transit, 1
integrated, 1
ant genome, 1
cns shuttles, 1
without grafting larvae, 1
formulation ingredients, 1
trypanosome, 1
homology model, 1
honey bee immunity, 1
apolipophorin iii, 1
inerts, 1
bhlh, 1
immune enhancing effect, 1
clinical signs and treatment, 1
seasonal abundance, 1
ponasterone a, 1
chondrocyte, 1
lake sinai viruses (lsv), 1
sauropsida, 1
grasshopper, 1
tymovirus, 1
denaturing gradient gel electrophoresis (dgge), 1
mating duration, 1
bounded rationality, 1
evidence for policy, 1
hexosaminidase, 1
industrial biotechnology, 1
porcine reproductive and respiratory syndrome virus (prrsv), 1
choroidal neovascularization, 1
dynamics, 1
metabolic profile, 1
insecticide-treated seed, 1
neurosecretory, 1
uv-vis scanning spectrophotometry, 1
bayesian clustering, 1
honeybee umami taste receptor, 1
caspases, 1
drivers of crop adoption, 1
a. tumida, 1
transcript analysis, 1
rt-pcr technique, 1
a+t rich region, 1
hymenoptera aculeata, 1
error estimation, 1
spermatheca epithelium, 1
particulate, 1
phylotyping, 1
floral strips, 1
dead reckoning, 1
symbioses, 1
n-glycan biosynthesis, 1
imaginal disc, 1
agent-based simulation, 1
aqueous two-phase system (atps), 1
parental effects, 1
seasonal forests, 1
swarming behavior, 1
economic analysis under uncertainty, 1
pompilidotoxins, 1
biotic introduction, 1
microbial functional prediction, 1
indigenous people, 1
traditional medicine, 1
vane trap, 1
bifidobacterium asteroides, 1
