Label,weight
apis mellifera (insecta), 2
central nervous system, 2
immunocytochemistry, 2
foraging strategy, 1
intercellular junction, 1
pollination by bees, 1
vitellogenin, 1
sensilla, 1
morphology, 1
insecta, 1
hierarchical cluster analysis, 1
color vision, 1
brood, 1
glia-like cells, 1
homeobox sequence, 1
honey bee feeding, 1
majorana syriaca, 1
electromyograms, 1
mandibular gland secretions, 1
body-size variance, 1
tarsal claws, 1
haemolymph titre, 1
glycolysis, 1
anoura geoffroyi, 1
recruitment communication, 1
olfactory associative conditioning, 1
artificial flower, 1
waggle dances, 1
malpighiaceae, 1
brain invertebrate, 1
red clover, 1
corrosion casts, 1
endoplasmic reticulum rough, 1
calcium ions, 1
diglossa duidae, 1
filamentous virus, 1
colony food intake, 1
endoplasmic reticulum smooth, 1
antennoglomerular tract, 1
synthesis of female protein, 1
computer reconstruction, 1
vespula, 1
recruitment, 1
africanized honey bee, 1
honey production, 1
differentiation, 1
unguitractor, 1
rapateaceae, 1
honeydew, 1
glandular cells, 1
fuzzy c-varieties pattern recognition, 1
cataglyphis bicolor apis mellifera musca domestica (insecta) tracheal system insects, 1
bombus pennsylvanicus, 1
orchidaceae, 1
chemometrics, 1
cart, 1
melipona quadrifasciata, 1
flowering, 1
lysozymes, 1
male genome, 1
search, 1
melastomataceae, 1
odourant generalization, 1
tracheal system, 1
deposition, 1
campylopterus duidae, 1
deutocerebral neurones, 1
curie-point pyrolysis, 1
fine structure, 1
60 hz, 1
cell adhesion molecules, 1
ribosomes, 1
exocrine chemistry, 1
central-place foraging, 1
sodium, 1
conservation, 1
secretion, 1
immunoelectron microscopy, 1
gene regulation, 1
cobalt backfilling, 1
potassium, 1
social foraging, 1
young and senescent queens, 1
volatiles, 1
impedance, 1
induced currents, 1
evolutionary conservation, 1
imps, 1
cytology, 1
photoreceptor, 1
proboscis extension conditioning, 1
ocellus, 1
buzz pollination, 1
stingless bee, 1
arolium, 1
sagebrush., 1
ultracoelostoma assimile, 1
in vitro translation, 1
lysosomes, 1
glycogen, 1
nothofagus, 1
loranthaceae, 1
pheromone ontogeny, 1
dance groups, 1
manubrium, 1
(in addition to those in title): arcus, 1
mitochondrial differentiation, 1
attractiveness, 1
ericaceae, 1
adult drone, 1
postembryonic development, 1
gene isolation, 1
sarraceniaceae, 1
colour vision, 1
ion homeostasis, 1
immunofluorescence, 1
pattern recognition, 1
calorimetry, 1
nucleocapsid, 1
gentianaceae, 1
caste difference, 1
flora of neblina, 1
spectral sensitivities, 1
